paper_key,title,year,venue,source,verdict,reason,type,override_verdict
doi:10.1186/s43093-025-00436-7,Entrepreneurial strategies for sustainable growth: a deep dive into cloud-native technology and its applications,2025,Future Business Journal,semanticscholar,EXCLUDE,manual override; original auto verdict was EXCLUDE,slr,EXCLUDE
ss:c100165ea704453c2624f9533cc49dab1ddf34b8,Development Principles of Secure Microservices,2021,CPITS II,semanticscholar,EXCLUDE,no SLR/SMS self-label in title or abstract,,
doi:10.1109/icicas53977.2021.00059,A Review of Bad Smells in Cloud-based Applications and Microservices,2021,"2021 International Conference on Intelligent Computing, Automation and Systems (ICICAS)",semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,slr,
ss:c281264bde2bf25872110df326de68f2e4ce743c,Systematic Analysis of Factors Influencing Modulith Architecture Adoption over Microservices,2024,2024 TRON Symposium (TRONSHOW),semanticscholar,EXCLUDE,no SLR/SMS self-label in title or abstract,,
doi:10.1145/3488247,A Systematic Review on Osmotic Computing,2022,ACM Trans. Internet Things,semanticscholar,EXCLUDE,manual override; original auto verdict was EXCLUDE,slr,EXCLUDE
doi:10.47709/brilliance.v5i1.5971,Trends and Best Practices in API-Based Web Development Using Laravel and React,2025,Brilliance Research of Artificial Intelligence,semanticscholar,EXCLUDE,manual override; original auto verdict was EXCLUDE,slr,EXCLUDE
doi:10.1109/tse.2024.3385835,Domain-Driven Design for Microservices: An Evidence-Based Investigation,2024,IEEE Transactions on Software Engineering,semanticscholar,EXCLUDE,manual override; original auto verdict was EXCLUDE,slr,EXCLUDE
doi:10.3390/fi17110496,Modular Monolith Architecture in Cloud Environments: A Systematic Literature Review,2025,Future Internet,semanticscholar,EXCLUDE,manual override; original auto verdict was EXCLUDE,slr,EXCLUDE
doi:10.1109/sccc67219.2025.11420492,Machine Learning Techniques in Microservices: A Systematic Mapping,2025,International Conference of the Chilean Computer Science Society,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,sms,
doi:10.24312/ucp-jeit.02.02.435,A Design-Oriented Classification of Microservice Smells,2025,UCP Journal of Engineering &amp; Information Technology,semanticscholar,EXCLUDE,no SLR/SMS self-label in title or abstract,,
doi:10.1007/978-981-13-8300-7_8,Medical Image Analysis Using Deep Learning: A Systematic Literature Review,2019,Emerging Technologies in Computer Engineering: Microservices in Big Data Analytics,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.5121/ijnsa.2021.13607,Information and Communication Security Mechanisms For Microservices-based Systems,2021,International journal of network security and its applications,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,slr,
ss:d5d90cbd31901aa93c41f5b58498bf5eb4cbf11d,An Exploratory Study of Academic Architectural Tactics and Patterns in Microservices: A systematic literature review,2018,Conferencia Iberoamericana de Software Engineering,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,slr,
doi:10.3390/app12063023,Authentication and Authorization in Microservices Architecture: A Systematic Literature Review,2022,Applied Sciences,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,slr,
doi:10.15381/risi.v17i2.29666,Una revisión sistemática de la literatura: análisis de riesgos en la migración de arquitectura monolitica a microservicio,2024,Revista de investigación de Sistemas e Informática,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,slr,
doi:10.48550/arxiv.2506.09938,Microservices and Real-Time Processing in Retail IT: A Review of Open-Source Toolchains and Deployment Strategies,2025,arXiv.org,semanticscholar,EXCLUDE,no SLR/SMS self-label in title or abstract,,
doi:10.63519/ijcserd_06_01_004,Ensuring Data Consistency in Enterprise Systems Through Event-Driven Microservices and Distributed Transaction Management,2023,International Journal of Computer Science and Engineering Research and Development,semanticscholar,EXCLUDE,manual override; original auto verdict was EXCLUDE,slr,EXCLUDE
doi:10.7717/peerj-cs.779,Microservice security: a systematic literature review,2022,PeerJ Computer Science,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,slr,
doi:10.7717/peerj-cs.695,Defining and measuring microservice granularity—a literature overview,2021,PeerJ Computer Science,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,slr,
doi:10.1016/j.jss.2020.110798,A Systematic Mapping Study on Microservices Architecture in DevOps,2020,Journal of Systems and Software,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,sms,
doi:10.1109/icac.2019.00032,Characterizing Service Level Objectives for Cloud Services: Realities and Myths,2019,International Conference on Automation and Computing,semanticscholar,EXCLUDE,manual override; original auto verdict was EXCLUDE,slr,EXCLUDE
doi:10.1109/apsecw.2017.33,Understanding Quality Attributes in Microservice Architecture,2017,2017 24th Asia-Pacific Software Engineering Conference Workshops (APSECW),semanticscholar,EXCLUDE,no SLR/SMS self-label in title or abstract,,
doi:10.3390/software4010006,Designing Microservices Using AI: A Systematic Literature Review,2025,Software,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,slr,
doi:10.1007/s10009-024-00767-w,Open source container orchestration for Industry 4.0 – requirements and systematic feature analysis,2024,International Journal on Software Tools for Technology Transfer (STTT),semanticscholar,EXCLUDE,manual override; original auto verdict was EXCLUDE,slr,EXCLUDE
doi:10.1155/2023/5934548,"A Systematic Literature Review on Service Composition for People with Disabilities: Taxonomies, Solutions, and Open Research Challenges",2023,Computational Intelligence and Neuroscience,semanticscholar,EXCLUDE,manual override; original auto verdict was EXCLUDE,slr,EXCLUDE
doi:10.1109/icicet59348.2024.10616327,Navigating the Landscape: An In-Depth Exploration of Modern Application Development Methodologies and Practices,2024,2024 International Conference on Innovations and Challenges in Emerging Technologies (ICICET),semanticscholar,EXCLUDE,manual override; original auto verdict was EXCLUDE,slr,EXCLUDE
doi:10.1145/3183440.3194958,Poster: Exploration of Academic and Industrial Evidence about Architectural Tactics and Patterns in Microservices,2018,2018 IEEE/ACM 40th International Conference on Software Engineering: Companion (ICSE-Companion),semanticscholar,EXCLUDE,no SLR/SMS self-label in title or abstract,,
ss:e72fdd0d86e3959533f0a10b3a9bfd48ccd5318f,Benchmarks and performance metrics for assessing the migration to microservice-based architectures,2021,,semanticscholar,EXCLUDE,no SLR/SMS self-label in title or abstract,,
doi:10.1109/access.2025.3610272,Microservices Design Pattern in Action: Improving Modifiability in Microservices-Based Software Development,2025,IEEE Access,semanticscholar,EXCLUDE,manual override; original auto verdict was EXCLUDE,slr,EXCLUDE
doi:10.37301/elect.v1i2.61,EFL STUDENTS’ RESPONSES ON ONLINE LEARNING PROCESS DURING COVID-19 SITUATION IN INDONESIA,2022,English Language Education and Current Trends (ELECT),semanticscholar,EXCLUDE,manual override; original auto verdict was EXCLUDE,slr,EXCLUDE
doi:10.14313/jamris/1-2022/8,Migrating Monoliths to Microservices Integrating Robotic Process Automation into the Migration Approach,2022,"Journal of Automation, Mobile Robotics & Intelligent Systems",semanticscholar,EXCLUDE,manual override; original auto verdict was EXCLUDE,slr,EXCLUDE
doi:10.7287/peerj-cs.779v0.2/reviews/2,"Peer Review #2 of ""Microservice security: a systematic literature review (v0.2)""",2022,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.infsof.2025.107870,Microservices testing: A systematic literature review,2025,Information and Software Technology,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,slr,
doi:10.4230/oasics.microservices.2017-2019.3,Exploring Maintainability Assurance Research for Service- and Microservice-Based Systems: Directions and Differences,2019,International Conference on Microservices,semanticscholar,EXCLUDE,no SLR/SMS self-label in title or abstract,,
doi:10.1109/tla.2018.8789551,Review of Architectural Patterns and Tactics for Microservices in Academic and Industrial Literature,2018,IEEE Latin America Transactions,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,slr,
doi:10.1016/j.jss.2024.112241,Change impact analysis in microservice systems: A systematic literature review,2024,Journal of Systems and Software,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.35629/3795-11014552,Implementing End-to-End Traceability in Cloud-Native FinTech Workflows,2025,Journal of Software Engineering and Simulation,semanticscholar,EXCLUDE,no SLR/SMS self-label in title or abstract,,
ss:fb6e9acb0ebfd4e806d53df6083d08f1dd050353,Microservice Testing Approaches: A Systematic Literature Review,2019,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.jnca.2019.06.008,Composition of heterogeneous web services: A systematic review,2019,Journal of Network and Computer Applications,semanticscholar,EXCLUDE,manual override; original auto verdict was EXCLUDE,slr,EXCLUDE
ss:00025f8caf92b2e737027790b36c82208d9c1ac7,"Circuit Breakers, Discovery, and API Gateways in Microservices",2016,arXiv.org,semanticscholar,EXCLUDE,no SLR/SMS self-label in title or abstract,,
doi:10.65521/ijeecs.v14i2.2136,"A Comprehensive Review of IoT Edge Gateways: Models, Methods, and Emerging Applications",2025,"International journal of electrical, electronics and computer systems",semanticscholar,EXCLUDE,no SLR/SMS self-label in title or abstract,,
doi:10.1177/1548512919895327,Towards cloud-native simulations – lessons learned from the front-line of cloud computing,2020,"The Journal of Defence Modeling and Simulation: Applications, Methodology, Technology",semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3390/fi17100434,"An Overview on the Landscape of Self-Adaptive Cloud Design and Operation Patterns: Goals, Strategies, Tooling, Evaluation, and Dataset Perspectives",2025,Future Internet,semanticscholar,EXCLUDE,no SLR/SMS self-label in title or abstract,,
doi:10.47164/ijngc.v16i2.1881,"Microservices Mesh Orchestration: A Comprehensive Review of Design Decisions, Performance Optimization in terms of Instance Selection & Self Adaptation",2025,International Journal of Next-Generation Computing,semanticscholar,EXCLUDE,no SLR/SMS self-label in title or abstract,,
doi:10.5753/cibse.2024.28435,Migration of Monolithic Systems to Microservices using AI: A Systematic Mapping Study,2024,Conferencia Iberoamericana de Software Engineering,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,sms,
doi:10.30574/wjarr.2025.28.1.3468,Dependency Management Strategies in Scalable Monorepositories: Analysis and Resolution of Version Conflicts,2025,World Journal of Advanced Research and Reviews,semanticscholar,EXCLUDE,manual override; original auto verdict was EXCLUDE,slr,EXCLUDE
doi:10.1109/icrteect67512.2025.11448625,Zero Trust Security Model Implementation in Microservices Architectures Using Identity Federation,2025,"2025 2nd International Conference on Recent Trends in Electrical, Electronics and Computing Technologies (ICRTEECT)",semanticscholar,EXCLUDE,no SLR/SMS self-label in title or abstract,,
doi:10.21681/2311-3456-2021-2-71-80,Security audit logging in microservice-based systems: survey of architecture patterns,2021,Voprosy kiberbezopasnosti,semanticscholar,EXCLUDE,manual override; original auto verdict was EXCLUDE,slr,EXCLUDE
doi:10.3390/s24206771,Exploring the Potential of Microservices in Internet of Things: A Systematic Review of Security and Prospects,2024,Italian National Conference on Sensors,semanticscholar,EXCLUDE,manual override; original auto verdict was EXCLUDE,slr,EXCLUDE
doi:10.52589/ajste-o1g0v4go,Migrating Monolithic E-commerce Systems to Microservices: A Systematic Review of Event-Driven Architecture Approaches,2025,"Advanced Journal of Science, Technology and Engineering",semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,slr,
doi:10.59324/ejaset.2025.3(1).15,The Role of Image Processing and Deep Learning in IoT-Based Systems: A Comprehensive Review,2025,"European Journal of Applied Science, Engineering and Technology",semanticscholar,EXCLUDE,no SLR/SMS self-label in title or abstract,,
doi:10.20944/preprints201807.0276.v1,A Brief History of Cloud Application Architectures,2018,Applied Sciences,semanticscholar,EXCLUDE,manual override; original auto verdict was EXCLUDE,slr,EXCLUDE
doi:10.21681/2311-3456-2020-04-32-43,Authentication and authorization in microservice-based systems: survey of architecture patterns,2020,Voprosy kiberbezopasnosti,semanticscholar,EXCLUDE,manual override; original auto verdict was EXCLUDE,slr,EXCLUDE
doi:10.1631/fitee.2100298,Resource scheduling techniques in cloud from a view of coordination: a holistic survey,2023,Frontiers of Information Technology & Electronic Engineering,semanticscholar,EXCLUDE,no SLR/SMS self-label in title or abstract,,
doi:10.54660/.ijmrge.2022.2.1.995-1001,Systematic Review of Application Modernization Strategies Using Modular and Service-Oriented Design Principles,2022,International Journal of Multidisciplinary Research and Growth Evaluation,semanticscholar,EXCLUDE,manual override; original auto verdict was EXCLUDE,slr,EXCLUDE
doi:10.4018/ijwltt.285570,An Extensive Review of Web-Based Multi-Granularity Service Composition,2022,International Journal of Web-Based Learning and Teaching Technologies,semanticscholar,EXCLUDE,no SLR/SMS self-label in title or abstract,,
doi:10.65521/ijeecs.v14i2.2103,"A Systematic Review of Combinatorial Testing Strategies for Cross-Border E-Commerce Platforms: Methods, Architectures, and Future Research Directions",2025,"International journal of electrical, electronics and computer systems",semanticscholar,EXCLUDE,manual override; original auto verdict was EXCLUDE,slr,EXCLUDE
doi:10.3390/s25082362,Challenges and Solution Directions for the Integration of Smart Information Systems in the Agri-Food Sector,2025,Italian National Conference on Sensors,semanticscholar,EXCLUDE,manual override; original auto verdict was EXCLUDE,slr,EXCLUDE
doi:10.23939/csn2025.02.114,OVERVIEW OF MICROSERVICE ARCHITECTURE AND ANALYSIS OF TYPICAL VULNERABILITIES,2025,Computer systems and network,semanticscholar,EXCLUDE,manual override; original auto verdict was EXCLUDE,slr,EXCLUDE
doi:10.1109/icimia67127.2025.11200906,"Blockchain in Disaster Management: A Systematic Review of Emerging Frameworks, Applications, and Future Directions",2025,International Conference on Innovative Mechanisms for Industry Applications,semanticscholar,EXCLUDE,manual override; original auto verdict was EXCLUDE,slr,EXCLUDE
doi:10.65521/ijacte.v14i2.2029,"A Systematic Review of Social Media Analytics Pipelines: Verification, Optimization, and Scalable Computing Perspectives",2025,International Journal on Advanced Computer Theory and Engineering,semanticscholar,EXCLUDE,manual override; original auto verdict was EXCLUDE,slr,EXCLUDE
doi:10.14445/22315381/ijett-v70i3p225,Taxonomical Classification and Systematic Review on Microservices,2022,international journal of engineering trends and technology,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,slr,
doi:10.3390/electronics14071397,"Systematic Mapping Study of Test Generation for Microservices: Approaches, Challenges, and Impact on System Quality",2025,Electronics,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,sms,
doi:10.4018/ijssoe.297136,Integration With Docker Container Technologies for Distributed and Microservices Applications: A State-of-the-Art Review,2022,Int. J. Syst. Serv. Oriented Eng.,semanticscholar,EXCLUDE,no SLR/SMS self-label in title or abstract,,
doi:10.1002/spe.2869,Microservice transition and its granularity problem: A systematic mapping study,2019,"Software, Practice & Experience",semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,sms,
doi:10.1109/icdici66477.2025.11135409,Retail Digital Transformation Through Microservices and Containerized Architectures,2025,2025 6th International Conference on Data Intelligence and Cognitive Informatics (ICDICI),semanticscholar,EXCLUDE,manual override; original auto verdict was EXCLUDE,slr,EXCLUDE
doi:10.32628/cseit20641028,Secure and Compliant Software Delivery: DevSecOps Quality Scans for Highly Regulated Sectors,2020,International Journal of Scientific Research in Computer Science Engineering and Information Technology,semanticscholar,EXCLUDE,no SLR/SMS self-label in title or abstract,,
doi:10.1016/j.compeleceng.2025.110550,A systematic review of QoS enhancement techniques in microservices architecture,2025,Computers & electrical engineering,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,slr,
doi:10.30574/ijsra.2025.15.3.1826,Systematic review of microservice architecture: Advantages over monolithic systems in cloud environments,2025,International Journal of Science and Research Archive,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,slr,
doi:10.1109/sita67914.2025.11273589,Intelligent Autoscaling Strategies for Cloud-Native Microservices: A Systematic Review,2025,2025 International Conference on Intelligent Systems: Theories and Applications (SITA),semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,slr,
doi:10.32628/cseit217565,Advances in Artificial Intelligence Techniques for Secure Software Testing and Automated Regression Control Mechanisms,2021,International Journal of Scientific Research in Computer Science Engineering and Information Technology,semanticscholar,EXCLUDE,no SLR/SMS self-label in title or abstract,,
doi:10.3897/jucs.139725,Editorial,2024,Journal of universal computer science (Online),semanticscholar,EXCLUDE,manual override; original auto verdict was EXCLUDE,slr,EXCLUDE
doi:10.51473/rcmos.v1i2.2025.2020,A convergência estratégica entre engenharia de telecomunicações e a hiperautomação de sistemas críticos: uma abordagem técnica para ambientes de alta disponibilidade,2025,RCMOS - Revista Científica Multidisciplinar O Saber,semanticscholar,EXCLUDE,no SLR/SMS self-label in title or abstract,,
doi:10.37547/tajet/volume07issue07-10,Efficiency of Terraform and Kubernetes Integration in DevOps Practices,2025,The American Journal of Engineering and Technology,semanticscholar,EXCLUDE,no SLR/SMS self-label in title or abstract,,
doi:10.65521/intjournalrecadvengtech.v14i2.2166,"A Systematic Review of Spectral Graph Methods for Zero-Trust Enterprise Networks: Methods, Architectures, and Future Research Directions",2025,International journal of recent advances in engineering & technology,semanticscholar,EXCLUDE,manual override; original auto verdict was EXCLUDE,slr,EXCLUDE
doi:10.1109/esai67033.2025.11438829,A Comparative Study of Automatic Migration from Monolith App to Microservices,2025,2025 4th International Conference on Embedded Systems and Artificial Intelligence (ESAI),semanticscholar,EXCLUDE,manual override; original auto verdict was EXCLUDE,slr,EXCLUDE
doi:10.63125/cfvg2v45,DATA-DRIVEN DECISION SUPPORT IN INFORMATION SYSTEMS: STRATEGIC APPLICATIONS IN ENTERPRISES,2021,International Journal of Scientific Interdisciplinary Research,semanticscholar,EXCLUDE,manual override; original auto verdict was EXCLUDE,slr,EXCLUDE
doi:10.1109/tcc.2017.2702586,Cloud Container Technologies: A State-of-the-Art Review,2019,IEEE Transactions on Cloud Computing,semanticscholar,EXCLUDE,manual override; original auto verdict was EXCLUDE,slr,EXCLUDE
doi:10.5753/sbsi.2025.246619,Guidelines for Adoption Micro-frontend Architecture,2025,Brazilian Symposium on Information Systems,semanticscholar,EXCLUDE,manual override; original auto verdict was EXCLUDE,slr,EXCLUDE
doi:10.3390/computers14040133,The Ontology-Based Mapping of Microservice Identification Approaches: A Systematic Study of Migration Strategies from Monolithic to Microservice Architectures,2025,De Computis,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,sms,
doi:10.1109/access.2022.3221130,Visualizing Microservice Architecture in the Dynamic Perspective: A Systematic Mapping Study,2022,IEEE Access,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,sms,
ss:13dcdba274acb14ade18dee8350e8385c3d3307c,Metrics and Models for Developer Collaboration Analysis in Microservice-Based Systems. A Systematic Mapping Study,2023,IWSM-Mensura,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,sms,
doi:10.1007/978-3-030-32022-5_9,Migration of Monolithic Applications Towards Microservices Under the Vision of the Information Hiding Principle: A Systematic Mapping Study,2019,Advances in Intelligent Systems and Computing,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,sms,
doi:10.5220/0010578905210532,Microservices Adaptation using Machine Learning: A Systematic Mapping Study,2021,International Conference on Software and Data Technologies,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,sms,
doi:10.1007/s00450-019-00402-z,Using architectural modifiability tactics to examine evolution qualities of Service- and Microservice-Based Systems,2019,SICS Software-Intensive Cyber-Physical Systems,semanticscholar,EXCLUDE,no SLR/SMS self-label in title or abstract,,
doi:10.1007/s00607-025-01540-w,"A systematic mapping study on observability of microservices-based applications: fundamentals, classifications, and challenges",2025,Computing,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,sms,
doi:10.1109/icaid65275.2025.11034540,Research on Evaluation Model of Microservice Transformation Based on Business Consistency,2025,"2025 4th International Conference on Artificial Intelligence, Internet and Digital Economy (ICAID)",semanticscholar,EXCLUDE,no SLR/SMS self-label in title or abstract,,
doi:10.1016/j.jss.2019.01.001,Architecting with microservices: A systematic mapping study,2019,Journal of Systems and Software,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,sms,
doi:10.1016/j.cosrev.2021.100415,Securing Microservices and Microservice Architectures: A Systematic Mapping Study,2020,Computer Science Review,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,sms,
doi:10.1007/s10922-025-09937-w,Performance Evaluation of Cloud Native Applications: A Systematic Mapping Study,2025,Journal of Network and Systems Management,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1109/icsaw.2017.65,Architecting Microservices,2017,IEEE International Conference on Software Architecture Workshops,semanticscholar,EXCLUDE,no SLR/SMS self-label in title or abstract,,
ss:2f8b6cefd6653918bd64b76831272e6d2aa18970,Modelling and evaluation of microservice granularity adaptation decisions,2019,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1109/sose49046.2020.00014,Container Mapping and its Impact on Performance in Containerized Cloud Environments,2020,International Symposium on Service Oriented Software Engineering,semanticscholar,EXCLUDE,no SLR/SMS self-label in title or abstract,,
doi:10.31705/icbr.2025.21,Bridging education and employment: a digital career guidance ecosystem for Sri Lankan youth,2025,8th International Conference on Business Research (ICBR 2025),semanticscholar,EXCLUDE,no SLR/SMS self-label in title or abstract,,
doi:10.3390/app11177856,On Microservice Analysis and Architecture Evolution: A Systematic Mapping Study,2021,Applied Sciences,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,sms,
doi:10.1007/978-3-031-66326-0_1,Tools Reconstructing Microservice Architecture: A Systematic Mapping Study,2023,European Conference on Software Architecture,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,sms,
doi:10.5220/0012633300003690,Modernization of Legacy Systems to Microservice Architecture: A Tertiary Study,2024,International Conference on Enterprise Information Systems,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,slr,
doi:10.1109/apsecw.2017.18,Microservices Architecture in DevOps,2017,2017 24th Asia-Pacific Software Engineering Conference Workshops (APSECW),semanticscholar,EXCLUDE,no SLR/SMS self-label in title or abstract,,
doi:10.1109/icws67624.2025.00072,Generative AI-Based Adaptation in Microservices Architectures: A Systematic Mapping Study,2025,2025 IEEE International Conference on Web Services (ICWS),semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,sms,
doi:10.1007/s00607-025-01432-z,AI Techniques in the Microservices Life-Cycle: a Systematic Mapping Study,2023,Computing,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,sms,
doi:10.1145/3183628.3183631,Contextual understanding of microservice architecture: current and future directions,2018,SIAP,semanticscholar,EXCLUDE,no SLR/SMS self-label in title or abstract,,
doi:10.63282/3050-922x.ijeret-v5i1p114,Architecture Led Cloud Modernization: A Framework for Enterprise Migration from VMware to OpenShift and AWS,2024,International Journal of Emerging Research in Engineering and Technology,semanticscholar,EXCLUDE,no SLR/SMS self-label in title or abstract,,
doi:10.1109/apsec51365.2020.00020,Testing Microservices Architecture-Based Applications: A Systematic Mapping Study,2020,Asia-Pacific Software Engineering Conference,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,sms,
doi:10.1016/j.jss.2024.112232,"Unveiling the microservices testing methods, challenges, solutions, and solutions gaps: A systematic mapping study",2024,Journal of Systems and Software,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,sms,
doi:10.1145/3564982.3564995,Using Database Schemas of Legacy Applications for Microservices Identification: A Mapping Study,2022,International Conference on Advancements in Computational Sciences,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,sms,
doi:10.1016/j.infsof.2024.107590,Migration of monolithic systems to microservices: A systematic mapping study,2024,Information and Software Technology,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,sms,
doi:10.1109/conisoft58849.2023.00014,Domain-Driven Design for Microservices Architecture Systems Development: A Systematic Mapping Study,2023,2023 11th International Conference in Software Engineering Research and Innovation (CONISOFT),semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,sms,
doi:10.1109/soca.2016.15,A Systematic Mapping Study in Microservice Architecture,2016,IEEE International Conference on Service-Oriented Computing and Applications,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,sms,
doi:10.1109/conisoft55708.2022.00032,A Systematic Mapping Study on Technical Debt in Microservices,2022,2022 10th International Conference in Software Engineering Research and Innovation (CONISOFT),semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,sms,
doi:10.1145/3644032.3644445,An Overview of Microservice-Based Systems Used for Evaluation in Testing and Monitoring: A Systematic Mapping Study,2024,International Conference/Workshop on Automation of Software Test,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,sms,
doi:10.1109/access.2023.3236165,Visualizing Anti-Patterns in Microservices at Runtime: A Systematic Mapping Study,2023,IEEE Access,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,sms,
doi:10.1145/3538641.3561486,Architectural languages in the microservice era: a systematic mapping study,2022,Research in Adaptive and Convergent Systems,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,sms,
doi:10.1007/978-3-319-99007-1_100,A Systematic Mapping Study on Microservices,2018,Advances in Intelligent Systems and Computing,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,sms,
doi:10.1109/conisoft52520.2021.00016,Microservices Deployment: A Systematic Mapping Study,2021,2021 9th International Conference in Software Engineering Research and Innovation (CONISOFT),semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,sms,
doi:10.23919/cisti58278.2023.10211834,A Systemic Mapping of Methods and Tools for Performance Analysis of Data Streaming with Containerized Microservices Architecture,2023,Iberian Conference on Information Systems and Technologies,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,sms,
doi:10.1145/3542929.3563466,Method overloading the circuit,2022,ACM Symposium on Cloud Computing,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.5220/0013015400003825,Microfront-End: Systematic Mapping,2024,International Conference on Web Information Systems and Technologies,semanticscholar,EXCLUDE,manual override; original auto verdict was EXCLUDE,sms,EXCLUDE
doi:10.1007/978-3-030-35333-9_13,Containers in Software Development: A Systematic Mapping Study,2019,International Conference on Product Focused Software Process Improvement,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1002/cae.22586,A systematic mapping study: The new age of software architecture from monolithic to microservice architecture—awareness and challenges,2022,Computer Applications in Engineering Education,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,sms,
doi:10.23919/cisti58278.2023.10211997,Microservices-based systems for animal production: a systematic mapping study,2023,Iberian Conference on Information Systems and Technologies,semanticscholar,EXCLUDE,manual override; original auto verdict was EXCLUDE,sms,EXCLUDE
doi:10.3390/asi8040086,A Systematic Mapping Study on the Modernization of Legacy Systems to Microservice Architecture,2025,Applied System Innovation,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,sms,
doi:10.1109/icdcsw63273.2025.00110,Towards a fine-grained performance profiling of microservice architectures in the Distributed Computing Continuum,2025,International Conference on Distributed Computing Systems Workshops,semanticscholar,EXCLUDE,no SLR/SMS self-label in title or abstract,,
ss:c738df021669f1b9b2bbb1529bc5d0fedc8ec890,Architecting with Microservices: a Systematic Mapping Study,2018,,semanticscholar,EXCLUDE,manual override; original auto verdict was EXCLUDE,sms,EXCLUDE
doi:10.1109/clei47609.2019.235060,Security Mechanisms Used in Microservices-Based Systems: A Systematic Mapping,2019,Latin American Computing Conference / Conferencia Latinoamericana En Informatica,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,sms,
doi:10.5220/0005785501370146,Microservices: A Systematic Mapping Study,2016,International Conference on Cloud Computing and Services Science,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,sms,
doi:10.22399/ijcesen.4119,From SRE to Intelligent Reliability Engineering: Revolutionizing the Discipline with AI,2025,International Journal of Computational and Experimental Science and Engineering,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.23919/cisti58278.2023.10211574,Software Aging and Rejuvenation in Microservices: A Systematic Literature Mapping,2023,Iberian Conference on Information Systems and Technologies,semanticscholar,EXCLUDE,no SLR/SMS self-label in title or abstract,,
doi:10.1109/access.2023.3281860,Toward the Observability of Cloud-Native Applications: The Overview of the State-of-the-Art,2023,IEEE Access,semanticscholar,EXCLUDE,manual override; original auto verdict was EXCLUDE,slr,EXCLUDE
