paper_key,bucket,year,citationCount,title,venue,abstract_excerpt,KEEP_OR_DROP
doi:10.1109/rew66121.2025.00081,A,2025,11,Prompt Engineering for Requirements Engineering: A Literature Review and Roadmap,2025 IEEE 33rd International Requirements Engineering Conference Workshops (REW),"Advancements in large language models (LLMs) have led to a surge of prompt engineering (PE) techniques that can enhance various requirements engineering (RE) tasks. However, current LLMs are often characterized by significant uncertainty and a lack of controllability. This absence of clear guidance on how to effectivel…",
ss:8289e97691e586385fe40ba67b7ae0cb908aa331,A,2013,11,25 years of Requirements Engineering in Brazil: a systematic mapping,Workshop em Engenharia de Requisitos,,
doi:10.1109/eit48999.2020.9208288,A,2020,11,Systematic Mapping Study of Non-Functional Requirements in Big Data System,IEEE International Conference on Electro/Information Technology,"Big data has become the most popular and influential to exist in this competitive digital world. In this regard, the selection of suitable quality attributes in big data software architecture can play a million-dollar solution. In this paper, we work on gathering and understanding key non-functional requirements in the…",
doi:10.1145/3696673.3723053,A,2025,10,The Role of Generative AI Models in Requirements Engineering: A Systematic Literature Review,ACM Southeast Regional Conference,"The software engineering field is experiencing rapid growth, driven by recent advancements in Artificial Intelligence (AI), particularly in Generative AI (GenAI) and Large Language Models (LLMs). Requirements Engineering (RE), a critical phase in software development, involves gathering and defining software requiremen…",
doi:10.23956/ijarcsse/v6i9/01917,A,2017,10,Requirements Engineering Techniques: A Systematic Literature Review,,,
doi:10.3390/app10217749,A,2020,10,The Impact of Controlled Vocabularies on Requirements Engineering Activities: A Systematic Mapping Study,Applied Sciences,"Context: The use of controlled vocabularies (CVs) aims to increase the quality of the specifications of the software requirements, by producing well-written documentation to reduce both ambiguities and complexity. Many studies suggest that defects introduced at the requirements engineering (RE) phase have a negative im…",
doi:10.1109/rcis.2015.7128917,A,2015,10,Requirements elicitation approaches: A systematic review,Research Challenges in Information Science,,
doi:10.1109/seaa.2019.00064,A,2019,9,Non-functional Requirements Prioritization: A Systematic Literature Review,EUROMICRO Conference on Software Engineering and Advanced Applications,"Continuous delivery and rapidly changing requirements in agile environments force the developers to put non-functional requirements (NFRs) on halt till maintenance phase. However, neglecting NFRs during prioritization phase may lead to inaccurate estimations for software projects resulting in high maintenance cost and …",
ss:2d8c4619387f0e44ffc8a3d2953dfa01b280e049,A,2017,9,Retrospective and Trends in Requirements Engineering for Embedded Systems: A Systematic Literature Review,Workshop em Engenharia de Requisitos,,
ss:86e23743d4d87d42c2b99e840def2eb18dbe32ff,A,2013,9,Knowledge Creation in Requirements Engineering - A Systematic Literature Review,Wirtschaftsinformatik,,
ss:9009e5ecac38f9f590b6c81533daaf2e948b8d2a,A,2018,9,A Core Ontology for Privacy Requirements Engineering,arXiv.org,"Nowadays, most companies need to collect, store, and manage personal information in order to deliver their services. Accordingly, privacy has emerged as a key concern for these companies since they need to comply with privacy laws and regulations. To deal with them properly, such privacy concerns should be considered s…",
doi:10.1186/s44147-024-00363-4,A,2024,9,Recommendation systems-based software requirements elicitation process—a systematic literature review,Journal of engineering and applied sciences,"Requirements elicitation is one of the fundamental sub-processes of requirements engineering which is used to find the needs of stakeholders. There are several activities in this sub-process, i.e., identification of stakeholders and their requirements, software requirements prioritization, and analysis. Recommendation …",
ss:b10529df508a9f1e524997add94e820be8183d51,A,2015,9,A Systematic Literature Review of Requirements Engineering for Self-Adaptive Systems,,,
doi:10.30595/juita.v9i1.9827,A,2021,9,Goal-Oriented Requirements Engineering: State of the Art and Research Trend,Jurnal Informatika,"The Goal-Oriented Requirements Engineering (GORE) is one approach that is widely used for the early stages of software development. This method continues to develop in the last three decades. In this paper, a literature study is conducted to determine the GORE state of the art. The study begins with a Systematic Litera…",
doi:10.1002/smr.2332,A,2020,9,Social network sites and requirements engineering: A systematic literature review,J. Softw. Evol. Process.,"A large volume of highly diverse and real‐time data provided by social network sites has revolutionized several data analytical sciences such as stock exchange fluctuation prediction, sentiment analysis, and political affiliations prediction. From a software engineering viewpoint, social network sites have produced an …",
doi:10.4067/s0718-33052016000200009,A,2016,9,"What do researchers mean by ""the right requirements elicitation techniques""? ¿Qué significa para los investigadores la ""técnica de educción correcta""?",,"Researchers often claim that the most appropriate elicitation techniques should be chosen to capture software requirements, but: what does it mean for them? This work carried out a systematic mapping on comparisons among elicitation techniques for knowing the constructs utilized to represent their appropriateness. This…",
doi:10.1109/access.2022.3177659,A,2022,8,Integration of Software Architecture in Requirements Elicitation for Rapid Software Development,IEEE Access,Software Architecture describes system components and their connections. Requirement elicitation catering the perspective of software architecture is quite challenging and relatively less explored research area for the rapid software development. It has gain growing interest due to reusability of existing modules with …,
doi:10.1049/sfw2.12035,A,2021,8,What have we learnt from the challenges of (semi-) automated requirements traceability? A discussion on blockchain applicability,IET Software,"Over the last 3 decades, researchers have attempted to shed light into the requirements traceability problem by introducing tracing tools, techniques, and methods with the vision of achieving ubiquitous traceability. Despite the technological advances, requirements traceability remains problematic for researchers and p…",
doi:10.48550/arxiv.2507.03405,A,2025,8,Prompt Engineering Guidelines for Using Large Language Models in Requirements Engineering,EUROMICRO Conference on Software Engineering and Advanced Applications,"The rapid emergence of generative AI models like Large Language Models (LLMs) has demonstrated its utility across various activities, including within Requirements Engineering (RE). Ensuring the quality and accuracy of LLM-generated output is critical, with prompt engineering serving as a key technique to guide model r…",
doi:10.1145/2652524.2652555,A,2014,8,Where do we stand in requirements engineering improvement today?: first results from a mapping study,International Symposium on Empirical Software Engineering and Measurement,"Context: Requirements engineering process improvement (REPI) approaches have gained much attention in research and practice. Goal: So far, there is no comprehensive view on the research in REPI in terms of solutions and current state of reported evidence. We aims to provide an overview on the existing solutions, their …",
doi:10.1016/j.infsof.2017.08.003,A,2017,8,Contextual attributes impacting the effectiveness of requirements elicitation Techniques: Mapping theoretical and empirical research,Information and Software Technology,"Background: Software engineers can utilise a myriad of elicitation techniques to capture relevant information in order to specify requirements. The effectiveness of these techniques varies depending on the context in which the elicitation takes place. So, it is important to identify the attributes that represent this c…",
ss:006c738f047abffe079a2ec8d1d4b9261ba5ee48,A,2010,8,Requirements traceability state-of-the-art: A systematic review and industry case study,,,
doi:10.1109/icitacee.2018.8576908,A,2018,8,Review on Cost-Value Approach for Requirements Prioritization Techniques,"International Conference on Information Technology, Computer, and Electrical Engineering",The use of appropriate requirements prioritization techniques is crucial to the success of a software development project. There are many techniques offered with all the advantages and disadvantages of each. The question that come up frequently when doing requirements prioritization is “whether the priority list is gen…,
doi:10.47836/pjst.31.1.11,A,2022,8,A Review: Requirements Prioritization Criteria Within Collaboration Perspective,Pertanika journal of science & technology,"The attributes or criteria used in the requirements prioritization process become an essential reference in calculating priorities. Most of the techniques are used to increase the value impacting business success. On the contrary, there are limitations on cost, time, and resources for developing software. Therefore, th…",
doi:10.1109/icssa.2016.13,A,2016,7,Security Requirements Engineering: A Systematic Mapping (2010-2015),International Conference on Software Security and Assurance,,
doi:10.1109/access.2024.3380888,A,2024,7,Toward a Holistic Privacy Requirements Engineering Process: Insights From a Systematic Literature Review,IEEE Access,"Privacy requirements engineering is a crucial aspect of privacy engineering. It aims to integrate privacy principles into organizational and technical processes throughout the software development lifecycle. This specialized field involves various strategies, including compliance with regulatory frameworks, asset analy…",
doi:10.1109/access.2024.3475293,A,2024,7,A Systematic Review of AI-Enabled Frameworks in Requirements Elicitation,IEEE Access,"Employing Artificial Intelligence techniques to address challenges in requirements elicitation is gaining traction. Although nine systematic literature reviews have been published on AI-based solutions in the requirements elicitation domain, to our knowledge, these studies do not cover a broad spectrum of elicitation t…",
doi:10.1109/ucet.2019.8881880,A,2019,7,Use of Expert System in Requirements Engineering Process A Systematic Literature Review,UK/China Emerging Technologies,"Requirements Engineering (RE) process deals with elicitation, analysis, negotiation, validation, management, and documentation of requirements. Several artificial intelligence (AI) based approaches have been proposed to automate RE activities. However, the requirements engineering community still lacks a comprehensive …",
doi:10.1007/978-981-10-7796-8_13,A,2017,7,Understanding Uncertainty of Software Requirements Engineering: A Systematic Literature Review Protocol,Asia Pacific Requirements Engineering Symposium,,
doi:10.12700/aph.13.3.2016.3.4,A,2016,7,Requirements Engineering in the Development Process of Web Systems: A Systematic Literature Review,Acta Polytechnica Hungarica,"This work has been partially supported by the Programa de Fomento y Apoyo a Proyectos de Investigacion (PROFAPI) from the Universidad Autonoma de Sinaloa (Mexico), and the MANTRA project (GRE09-17) from the University of Alicante, Spain, and GV/2011/035 from the Valencia Government.",
doi:10.1109/icsecs58457.2023.10256364,A,2023,7,User Stories in Requirements Elicitation: A Systematic Literature Review,International Conference on Software Engineering and Computer Systems,"A user story is commonly applied in requirement elicitation, particularly in agile software development. User story is typically composed in semi-formal natural language, and often follow a predefined template. The user story is used to elicit requirements from the users' perspective, emphasizing who requires the syste…",
doi:10.5220/0006314702620273,A,2017,7,An Analysis of Strategic Goals and Non-Functional Requirements in Business Process Management,International Conference on Enterprise Information Systems,"Business processes’ Non-Functional Requirements (NFR) can foster the strategic alignment in organizations. Our goal was to evaluate to what extent there are approaches that seek to support the modeling of business processes’ NFR based on strategic goal-related information. To achieve this goal, we conducted a literatur…",
doi:10.1002/smr.2613,A,2023,7,Exploratory study of existing research on software requirements prioritization: A systematic literature review,J. Softw. Evol. Process.,"Requirements prioritization is giving priority to software requirements on the basis of its importance. The current research paper addresses the importance and limitations of existing research on requirements prioritization. A lot of requirements prioritization techniques are presented by authors, but these techniques …",
doi:10.5120/ijca2020920630,A,2020,6,A Systematic Literature Review of Recommender Systems for Requirements Engineering,International Journal of Computer Applications,"Requirements Engineering (RE) is the first phase of a software project development. This phase aims to help project stakeholders discover, analyze, and specify the needs for a software project. In complex projects, requirement engineers deal with substantial requirements specifications and a large number of stakeholder…",
doi:10.29207/resti.v7i3.4924,A,2023,6,"Automatic Requirements Engineering: Activities, Methods, Tools, and Domains – A Systematic Literature Review",Jurnal RESTI (Rekayasa Sistem dan Teknologi Informasi),"Requirements engineering (RE) is an initial activity in the software engineering process that involves many users. The involvement of various users in the RE process raises ambiguity and vagueness in requirements modeling. In addition, traditional RE is a time-consuming activity. Therefore various studies have been con…",
doi:10.1109/access.2024.3443271,A,2024,6,A Systematic Literature Review on Requirements Engineering and Maintenance for Embedded Software,IEEE Access,"Embedded software quality is a critical concern in modern engineering, impacting a broad range of applications from spacecraft to complex control systems. Requirements engineering and software maintenance play pivotal roles in ensuring the high reliability and efficiency of embedded systems. This study contributes to t…",
doi:10.1145/3338906.3342511,A,2019,6,Empirical study of customer communication problem in agile requirements engineering,ESEC/SIGSOFT FSE,"As Agile principles and values become an integral part of the soft-ware development culture, development processes experience significant changes. Requirements engineering, an individual phase occurring at the beginning of the traditional development, is distributed between various activities according to agile. Howeve…",
ss:2d4837890034cb5413479f98b5297a3dcb43815d,A,2015,6,Requirements Engineering for General Recommender Systems,arXiv.org,"In requirements engineering for recommender systems, software engineers must identify the data that drives the recommendations. This is a labor-intensive task, which is error-prone and expensive. One possible solution to this problem is the adoption of automatic recommender system development approach based on a genera…",
doi:10.1007/978-94-007-7287-8_47,A,2013,6,The Impact of Knowledge Sharing Platforms in Distributed Requirements Engineering Scenarios: A Systematic Review,International Conference on Knowledge Management in Organizations,,
doi:10.1109/tla.2015.7112018,A,2015,6,Identification of Non-Functional Requirements for Electronic Voting Systems: A Systematic Mapping,IEEE Latin America Transactions,,
doi:10.5220/0004899200830095,A,2014,6,Aspect-Oriented Requirements Engineering - A Systematic Mapping,International Conference on Enterprise Information Systems,"Background: Aspect-Oriented Requirements Engineering (AORE) is a research field that provides the most appropriate strategies for identification, modularization and composition of crosscutting concerns. Several AORE approaches have been developed recently, although with different features, strengths and limitations. Go…",
ss:ee19bfac26fcd76c2af963ee59b0471c4c9dffe8,A,2018,6,A Systematic Stakeholder Selection Model in Requirements Elicitation for Software Projects: A Systematic Mapping Study,,,
doi:10.4067/s0718-33052015000200006,A,2015,6,Atributos contextuales influyentes en el proceso de educción de requisitos: una exhaustiva revisión de literatura Influential contextual attributes in the requirements elicitation process: a comprehensive literature review,,"The requirements elicitation captures relevant information to the shaping of software requirements by using several techniques. However, the effectiveness of the process depends on the context in which it occurs. This article aims to reveal the attributes of the context influencing the elicitation process. For this pur…",
ss:28b0cc89fee9d756a2c7ef0135608a3f022f02db,A,2019,6,Natural Language Processing in Requirements Elicitation and Requirements Analysis: a Systematic Literature Review,,,
doi:10.5220/0010461901110119,A,2021,6,Evaluation of Non-Functional Requirements for IoT Applications,International Conference on Enterprise Information Systems,"Internet of Things (IoT) is a paradigm that enables physical objects to interact and to work together. IoT applications have particular characteristics, such as context-awareness, interconnectivity, and heterogeneity, and particular types of interaction, user interaction with devices (called human-thing interaction), a…",
doi:10.5220/0005872405440551,A,2016,5,Requirements Engineering and Variability Management in DSPLs Domain Engineering: A Systematic Literature Review,International Conference on Enterprise Information Systems,"Recently, Software Product Lines (SPLs) have been used successfully for building products families. However, the currently and complex software products demand more adaptive features. Today, many application domains demand capabilities for flexible adaptation and post-deployment reconfiguration. In this context, Dynami…",
ss:85fb7d43a3b33a8e42855b7cad7521c46ae51aca,A,2015,5,Context Uncertainty in Requirements Engineering Definition of a Search Strategy for a Systematic Review and Preliminary Result,REFSQ Workshops,,
ss:b2d79e07690c1af8f18c614cfca33bc109cea1e8,A,2018,5,Requirements Engineering Approaches to derive Enterprise Information Systems from Business Process Management: a Systematic Literature Review,Modellierung,,
doi:10.17771/pucrio.wer.inf2018-52,A,2018,5,Mechanisms to Support Requirements Prioritization: A Systematic Mapping Review,Workshop em Engenharia de Requisitos,,
doi:10.1109/seaa51224.2020.00071,A,2020,5,"Focus Areas, Themes, and Objectives of Non-Functional Requirements in DevOps: A Systematic Mapping Study",EUROMICRO Conference on Software Engineering and Advanced Applications,"Non-functional requirements of software address a multitude of objectives, expectations, and even liabilities that must be considered during its development and operation. Typi-cally, these non-functional requirements originate from different domains and their concrete scope, notion, and demarcation to functional requi…",
doi:10.14482/indc.33.2.6368,A,2016,5,Models of requirements elicitation process: A systematic mapping,,,
doi:10.1109/rew.2017.31,A,2017,5,How Common are Controlled Experiments with Student Participants in Requirements Engineering?: A Systematic Mapping Study on the Use and Reporting of Graduate and Undergraduate Students in Requirements Engineering Experiments,2017 IEEE 25th International Requirements Engineering Conference Workshops (REW),,
ss:b67a35a51e82bcc8656880fa21d6a7519c535c3d,A,2017,5,Requirements Engineering for Robotic System: A Systematic Mapping Study,Workshop em Engenharia de Requisitos,,
doi:10.1134/s0361768822080084,A,2022,5,Process Improvement in Software Requirements Engineering: A Systematic Mapping Study,Programming and computer software,,
doi:10.1109/access.2022.3153678,A,2022,5,A Tacit-Knowledge-Based Requirements Elicitation Model Supporting COVID-19 Context,IEEE Access,"Effective software requirements elicitation plays a vital role in the success or failure of a project. However, ambiguity in the requirement’s statements indicate the presence of a tacit knowledge, which ultimately act as a root cause of critical complications in later stages of software development as user’s needs mig…",
doi:10.18293/seke2023-135,A,2023,5,Applications of Machine Learning in Requirements Traceability: A Systematic Mapping Study (S),International Conference on Software Engineering and Knowledge Engineering,,
doi:10.1109/cseet58097.2023.00023,A,2023,4,The Field of Requirements Engineering Education,Conference on Software Engineering Education and Training,"Requirements engineering (RE) is an essential part of the software development process. Good RE, among others, is the basis for high quality software, considerably reduces the risk for software projects to fail entirely or with budget-overspending and is crucial for coordinating systems and software engineering. Thus, …",
doi:10.21125/edulearn.2017.1283,A,2017,4,A SYSTEMATIC REVIEW OF THE LITERATURE ON THE TEACHING AND LEARNING OF REQUIREMENTS ENGINEERING,,,
ss:2e96207951288bf91233ed7f746ded1b28679892,A,2013,4,Requirements for a Model-based Requirements Engineering Tool for Embedded Systems : Systematic Literature Review and Survey,,,
doi:10.3390/pr13010020,A,2024,4,What Is the Process? A Metamodel of the Requirements Elicitation Process Derived from a Systematic Literature Review,Processes,"Requirements elicitation is a fundamental process in software engineering, essential for aligning software products with user needs and project objectives. As software projects become more complex, effective elicitation methods are vital for capturing accurate and comprehensive requirements. Despite the variety of avai…",
doi:10.11591/ijece.v13i3.pp3244-3254,A,2023,4,Towards understanding the influence of personality and team behaviors on requirements engineering activities,International Journal of Electrical and Computer Engineering (IJECE),"Requirements engineers play an important role in the development of software products and services. The nature of requirements engineering (RE) is multifaceted and influences the quality, success, or failure of software products. In gathering software requirements, engineers commonly work in a team, particularly when d…",
doi:10.46338/ijetae0124_03,A,2024,4,Challenges of Requirements Engineering in Agile Projects: A Systematic Review,International Journal of Emerging Technology and Advanced Engineering,"The practice of Requirements Engineering (RE) within Agile development contexts markedly differs from that within traditional development process. As the RE discipline in Agile Software Development continues to evolve, this research highlights and assesses various challenges to refine its impact on software product dev…",
doi:10.1109/icit58056.2023.10226000,A,2023,4,Towards Leveraging Explainable Artificial Intelligent (XAI) in Requirements Engineering (RE) to Identify Aspect (Crosscutting Concern): A Systematic Literature Review (SLR) and Bibliometric Analysis,2023 International Conference on Information Technology (ICIT),"The software development life cycle contains many phases, among the most notable ones is requirements engineering (RE), it is considered a very important activity because poorly implemented RE steps can result in poor software quality which might lead to expensive maintenance costs and so many other undesirable issues.…",
doi:10.15446/dyna.v82n193.47907,A,2015,4,Mining unstructured data to support requirements elicitation by using controlled vocabularies: A systematic mapping study,,"This paper presents a work-in-progress that deals with the assessment of the use of controlled vocabularies during the processes of requirements engineering, as a means to mine data from different sources (interviews, contracts, schemas and diagrams). By doing this the requirements description, analysis and comprehensi…",
doi:10.1007/978-3-030-23570-3_25,A,2019,4,Mind Maps in Requirements Engineering: A Systematic Mapping,Interacción,,
doi:10.29327/1298730.23-17,A,2020,4,Empathy and Criativity in Privacy Requirements Elicitation: Systematic Literature Review,Workshop em Engenharia de Requisitos,,
doi:10.23919/cisti.2019.8760720,A,2019,4,Non-Functional Requirements In Health Information Systems:,Iberian Conference on Information Systems and Technologies,"In the development of information systems (IS) often non-functional requirements (NFR) are not considered as important as functional requirements. However, they remain essential to ensure software quality, as they are more critical than individual functional requirements. This research synthesizes the results of a syst…",
doi:10.1108/tg-03-2020-0042,A,2020,4,Exploring contextual factors in citizen-initiated platforms to non-functional requirements elicitation,,"Purpose This paper aims to systematize the contextual factors that influence the intention to use citizens and governments-initiated platforms, presenting them as non-functional requirements (NFRs), to facilitate their understanding to implementers.   Design/methodology/approach A systematic mapping of the literature w…",
doi:10.7763/lnse.2013.v1.24,A,2013,4,A systematic mapping study on requirements elicitation techniques in collaborative application,,,
doi:10.17762/turcomat.v12i3.989,A,2021,3,Critical Success Factors and Challenges in Agile Requirements Engineering,Turkish Journal of Computer and Mathematics Education,"Nowadays, the requirements of the software are changing rapidly in order to meet clients’ needs, which increases the complexity of developing software. Thus, Agile requirements engineering has arisen and it focuses on how to deal with the increasing changes in software requirements by gathering requirements iteratively…",
doi:10.5753/jserd.2021.1978,A,2022,3,Using evidence from systematic studies to guide a PhD research in Requirements Engineering - an experience report,Journal of Software Engineering Research and Development,"Conducting systematic studies during a postgraduate program, such as systematic review, systematic mapping, and tertiary review, can benefit the project’s success. They provide an overview of the literature considering currently available research findings, establish baselines for other research activities, and support…",
doi:10.14569/ijacsa.2021.0120945,A,2021,3,Research Efforts and Challenges in Crowd-based Requirements Engineering: A Review,International Journal of Advanced Computer Science and Applications,Eliciting software system development requirements is a challenging task as the information is from various resources. The most constructive resource is the stakeholders of the system to be developed. It is critical yet timeconsuming to capture essential requirements to realize a reliable and workable software system. …,
ss:203f9ae79547c3a177b1cbdda4282b4fbc6f9154,A,2020,3,The challenge of data-driven requirements elicitation techniques : Systematic Literature Review a Controlled Experiment,,,
doi:10.3844/jcssp.2017.430.439,A,2017,3,Goal Modeling Techniques in Requirements Engineering: A Systematic Literature Review,Journal of Computer Science,Goal modeling techniques plays a crucial role in requirements engineering since they facilitate the reach of requirements to stakeholders in an understandable easy manner and also in a professional well defined pattern to developers. Modeling of goals are encouraged and proposed during requirements elicitation in order…,
doi:10.1109/re51729.2021.00070,A,2021,3,Human-centric Requirements Engineering for Artificial Intelligence Software Systems,IEEE International Requirements Engineering Conference,"The surge in data availability and processing power has made it possible for Artificial Intelligence (AI) to advance at a faster rate. However, the different nature of AI systems has posed significant new challenges to Requirements Engineering (RE). Literature has shown that AI systems do not use current RE methods. It…",
ss:97220c3f435cdb1c92fadda1e95a876995793626,A,2011,3,Evidence in Requirements Engineering: A Systematic Literature Review Protocol,International Conference on Software Engineering Advances,,
doi:10.4018/ijitpm.2021070101,A,2021,3,Requirements Elicitation Techniques in Mobile Applications: A Systematic Literature Review,International Journal of Information Technology Project Management,"The common view of requirements engineering consists of requirement elicitation, specification, validation, and evolution. Requirement elicitation is a significant stage to assure the quality of the requirement documentations and would affect the project success or failure. There are different techniques to elicit the …",
doi:10.48550/arxiv.2311.17483,A,2023,3,"Classification, Challenges, and Automated Approaches to Handle Non-Functional Requirements in ML-Enabled Systems: A Systematic Literature Review",arXiv.org,"Context: Machine learning (ML) is nowadays so pervasive and diffused that virtually no application can avoid its use. Nonetheless, its enormous potential is often tempered by the need to manage non-functional requirements and navigate pressing, contrasting trade-offs. Objective: In this respect, we notice the lack of a…",
doi:10.1109/seaa60479.2023.00050,A,2023,3,A Systematic Literature Review on Requirements Engineering Practices and Challenges in Open-Source Projects,EUROMICRO Conference on Software Engineering and Advanced Applications,"Open-source software (OSS) development has become increasingly influential in the software industry, promoting collaboration and knowledge sharing among developers and users. Along with rapidly evolving OSS projects, this paper explores requirements engineering (RE) practices and challenges through a systematic literat…",
ss:e1db74ca07b47d54e7db08d5d1e43885709cd793,A,2015,3,Agile Requirements Engineering Practices and Challenges: Findings from a Systematic Literature Review,,,
doi:10.23919/cisti49556.2020.9141015,A,2020,3,Requirements Elicitation and Specification for Educational Technology Development: A Systematic Literature Mapping,Iberian Conference on Information Systems and Technologies,"The present work aimed to map the various requirements engineering techniques and methodologies for the construction of educational technologies through a systematic mapping study. The research protocol of this mapping included the planning, execution, and analysis of the results phases. This research added information…",
doi:10.5753/cbsoft_estendido.2019.7655,A,2019,3,Using Assurance Cases in Requirements Engineering for Safety-Critical Systems,Anais Estendidos da Conferência Brasileira de Software: Teoria e Prática,"Context: Certification of safety-critical systems (SCS) demands thorough documentation that demonstrates why a system shall be considered safe. Assurance Case Development (ACD) is an approach for discussing, analyzing and assessing the safety properties of systems. Software requirements of a SCS are an essential inform…",
doi:10.1109/quatic.2018.00023,A,2018,3,A Metamodel to Guide a Requirements Elicitation Process for Embedded Systems,Quality of Information and Communications Technology,"[Context] In the embedded systems (ES) area, more than 50% of problems occur at system delivery and are related to misconceptions in capturing requirements. Therefore, it is necessary to address what should be considered by requirements engineers in the elicitation and specification phases of embedded systems. However,…",
doi:10.5555/3021955.3021989,A,2016,3,Elicitação de Requisitos a partir de Modelos de Processos de Negócio em BPMN: Uma Revisão Sistemática [Requirements Elicitation from Business Process Model in BPMN: A Systematic Review],Brazilian Symposium on Information Systems,,
doi:10.14569/ijacsa.2021.0120163,A,2021,3,Modelling Health Process and System Requirements Engineering for Better e-Health Services in Saudi Arabia,,"This systematic review aimed to examine the published works on e-health modelling system requirements and suggest one applicable to Saudi Arabia. PRISMA method was adopted to search, screen and select the papers to be included in this review. Google Scholar was used as the search engine to collect relevant works. From …",
doi:10.33093/jiwe.2022.1.2.2,A,2022,3,A Systematic Review on Non-Functional Requirements Documentation in Agile Methodology,Journal of Informatics and Web Engineering,"This systematic literature review studies and summarizes findings of requirements documentation of non-functional requirements practiced by agile software development teams. It identifies current practices and existing gaps when agile software teams discuss and implement non-functional requirements, and the current met…",
doi:10.1016/j.ipm.2025.104287,A,2025,3,A systematic mapping study of information retrieval-based requirements traceability methods,Information Processing & Management,,
doi:10.1016/j.infsof.2025.107718,A,2025,2,Requirements engineering for older adult digital health software: A systematic literature review,Information and Software Technology,,
doi:10.1109/wf-iot62078.2024.10811372,A,2024,2,Security Requirements Engineering Approaches for IoT-Based Systems: A Comprehensive Review and Open Research Challenges,World Forum on Internet of Things,"Using Security Requirements Engineering (SRE) approaches is a traditional procedure for incorporating security requirements in traditional systems. Considering environments based on the Internet of Things (IoT), the use of SRE is even more recommended, given the considerable number of distinct domains that exist in IoT…",
doi:10.47992/ijaeml.2581.7000.0110,A,2021,2,Use of Natural Language Processing in Software Requirements Prioritization – A Systematic Literature Review,International journal of applied engineering and management letters,Purpose: Research involves the creation and implementation of new ideas by keeping the existing work as a foundation. The literature review done in this paper is to familiarise and to know about the domain of research to integrate the existing ideas with the new ones. Methodology: The literature that is required for th…,
doi:10.5220/0010432702410248,A,2021,2,Using Combined Techniques for Requirements Elicitation: A Brazilian Case Study,International Conference on Enterprise Information Systems,"Within the requirements engineering domain, requirements elicitation (RE) is one of the most difficult phases. Towards a successful and high-quality software development process, RE often suffers from information challenges such as ambiguity, incompleteness, and inconsistent data. Within this context, this research aim…",
doi:10.3897/jucs.78776,A,2022,2,Building an integrated requirements engineering process based on Intelligent Systems and Semantic Reasoning on the basis of a systematic analysis of existing proposals,Journal of universal computer science (Online),Requirements Engineering is one of the fundamental activities in the software development process and is oriented toward what should be produced. One of the development team’s most common problems is a lack of communication regarding an understanding of the discourse domain and how to integrate and process excessive in…,
doi:10.15379/ijmst.v10i2.1828,A,2023,2,A Systematic Review on Natural Language Processing and Machine Learning Approaches to Improve Requirements Specification in Software Requirements Engineering,International Journal of Membrane Science and Technology,"This systematic literature review (SLR) examines the current practices, challenges, proposed solutions, and limitations of natural language processing (NLP) and machine learning (ML) approaches in improving requirements specification in software requirements engineering. The review focuses on research conducted in the …",
doi:10.1109/conisoft63288.2024.00017,A,2024,2,Analysis of Natural Language Processing Techniques and Tools for Requirements Elicitation: A Systematic Literature Review,2024 12th International Conference in Software Engineering Research and Innovation (CONISOFT),"Requirements Engineering (RE) encompasses ac-tivities such as requirements elicitation, analysis, specification, and validation, which are essential in software development for defining and aligning stakeholder needs and expectations. However, these processes are often laborious and prone to errors and misunderstanding…",
doi:10.5220/0011079000003179,A,2022,2,Challenges in Requirements Engineering and Its Solutions: A Systematic Review,International Conference on Enterprise Information Systems,": Software development projects are susceptible to many adversities throughout their life cycle that can be originated, among several reasons, of a low-quality speciﬁcation and management of requirements. To ensure the Requirements Engineering activities are conducted correctly, researchers study and apply various tech…",
ss:8e6382ba03ac02ad853cf201d8c0cec3084c5d03,A,2017,2,Requirements Engineering for Robotics System: A Systematic Mapping Study,Conferencia Iberoamericana de Software Engineering,,
doi:10.32604/cmc.2021.013263,A,2021,2,Economical Requirements Elicitation Techniques During COVID-19: A Systematic Literature Review,Computers Materials & Continua,"Requirements elicitation is a fundamental phase of software development in which an analyst discovers the needs of different stakeholders and transforms them into requirements This phase is cost- and time-intensive, and a project may fail if there are excessive costs and schedule overruns COVID-19 has affected the soft…",
doi:10.1109/conisoft.2017.00008,A,2017,2,Use of Non-functional Requirements in Software Effort Estimation: Systematic Review and Experimental Results,2017 5th International Conference in Software Engineering Research and Innovation (CONISOFT),,
doi:10.11591/eei.v12i2.4081,A,2023,2,A systematic review of non-functional requirements mapping into architectural styles,Bulletin of Electrical Engineering and Informatics,"Fortunately, the software attracted enough businesses to the market, allowing them to earn money in less time with less work and more accurate results. Software development life cycle (SDLC) is used for software development as it is responsible for system functionality, efficiency, maintainability, and any other non-fu…",
doi:10.1145/3672608.3707952,A,2025,2,Requirements Traceability: A Systematic Literature Review,ACM Symposium on Applied Computing,"Software developers employ requirements traceability to ensure that each requirement is tracked throughout the software development life cycle, providing a clear link between requirements and the final product. Despite its importance in software development, studies show that there are a number of challenges facing req…",
doi:10.48550/arxiv.2504.19658,A,2025,2,Auxiliary Artifacts in Requirements Traceability: A Systematic Mapping Study,arXiv.org,"Background: Traceability between software artifacts enhances the value of the information those artifacts contain, but only when the links themselves are reliable. Link quality is known to depend on explicit factors such as the traced artifacts and the expertise of the practitioner who judges each connection. Other fac…",
