paper_key,bucket,year,citationCount,title,venue,abstract_excerpt,KEEP_OR_DROP
doi:10.1109/sita67914.2025.11273589,A,2025,1,Intelligent Autoscaling Strategies for Cloud-Native Microservices: A Systematic Review,2025 International Conference on Intelligent Systems: Theories and Applications (SITA),"Autoscaling is a cornerstone of cloud-native architectures, enabling dynamic resource management in response to workload fluctuations. This systematic review examines studies from 2018 to 2025 that focus on intelligent autoscaling techniques applied to containerized microservices…",
doi:10.1109/icws67624.2025.00072,A,2025,1,Generative AI-Based Adaptation in Microservices Architectures: A Systematic Mapping Study,2025 IEEE International Conference on Web Services (ICWS),"Microservices have seen widespread adoption in academia and industry. Despite their benefits, challenges persist in resilience, performance, scalability, and adaptation to dynamic contexts. Generative AI (GenAI) has emerged as a promising approach to address these issues, though …",
doi:10.1109/conisoft55708.2022.00033,A,2022,1,Architectural Languages for the Microservices Architecture: A systematic mapping study,2022 10th International Conference in Software Engineering Research and Innovation (CONISOFT),The interest in the research on the architectural languages of microservices architecture has been increasing since 2015. This gives rise to new architectural language proposals to address different microservice-specific challenges. This diversity of architectural languages means…,
doi:10.33333/lajc.vol12n1.05,A,2025,0,Data Domain Servitization for Microservices Architecture,Latin American Journal of Computing,"Microservices have emerged as a software design paradigm where small, autonomous services interact to meet business requirements. However, transitioning from monolithic systems to microservices presents challenges, especially when multiple subdomains share transactional tables to…",
doi:10.1109/c366505.2025.11340184,A,2025,0,Comparative Evaluation of Linkerd and Istio Service Meshes in a Microservices Architecture Application,2025 IEEE Colombian Caribbean Conference (C3),"The purpose of this study is to conduct a comparative evaluation of the Linkerd and Istio service meshes in terms of CPU consumption, RAM memory, and latency in microservice architectures. A problem was identified related to the lack of practical evidence that objectively compare…",
doi:10.5753/jserd.2025.5224,A,2025,0,From Detection to Refactoring of Microservice Bad Smells: A Systematic Literature Review,Journal of Software Engineering Research and Development,"The extensive adoption of microservices architecture by technology companies is driven by its expected advantages, such as scalability, simplicity of development, and resilience, likely due to its cloud-native nature. However, the increasing complexity associated with this archit…",
ss:2cd8b447b8f6e78036414934332923fe2538ce74,A,2018,0,Adoption of microservices in industrial information systems: a systematic literature review,,,
doi:10.1109/iccit62134.2024.10701144,A,2024,0,Comprehensive Framework for Transitioning Monolithic to Microservices in MVC Context,International Conference on Communications and Information Technology,"This systematic literature review explores the transition from monolithic architectures to Model-View-Controller (MVC)-based microservices within web frameworks, addressing a significant gap in existing research. By synthesizing findings from academic databases such as IEEE Xplor…",
ss:2d9e1b0036740ea6a30c4674ab7b7e2f2eb2830e,A,2018,0,ANTTI PARKKONEN ADOPTION OF MICROSERVICES IN INDUSTRIAL INFORMATION SYSTEMS: A SYSTEMATIC LITERATURE REVIEW,,,
doi:10.1109/icts67612.2025.11369715,A,2025,0,Challenges and Mitigation Strategies in Migrating from Monolithic Systems to Microservices: a Systematic Literature Review,2025 15th International Conference on Information & Communication Technology and System (ICTS),"The migration from monolithic to microservice architectures is a prevalent trend in contemporary software engineering, principally aimed at enhancing system scalability, maintainability, and agility. This architectural transition, however, is fraught with considerable technical a…",
ss:5919c846bd909c3676afa212fdb8ce629b1bd290,A,2020,0,Selection Methods for Criticality in Microservices Architectures: A Systematic Mapping,Conferencia Iberoamericana de Software Engineering,,
doi:10.21275/es24809100005,A,2024,0,Automation of Microservices Testing: Effective Strategies and Tools,International Journal of Science and Research (IJSR),: This study aims to provide a comprehensive analysis of microservices testing automation strategies and tools. The research includes a systematic review of existing literature along with practical implementation approaches. The study examines the theoretical foundations of micro…,
doi:10.53469/jrse.2025.07(05).01,A,2025,0,Automated Validation Framework for Microservice Architectures,Journal of Research in Science and Engineering,This study aims to provide a comprehensive analysis of microservices testing automation strategies and tools. The research includes a systematic review of existing literature along with practical implementation approaches. The study examines the theoretical foundations of microse…,
doi:10.59651/digital.v16i2.301,A,2025,0,Microservices in strategic public service delivery: a systematic review and future research agenda for smart governance,Digital Business,"This study investigates how microservices are applied in strategic public service contexts and their alignment with the principles of smart governance. Through a systematic literature review of 23 peer-reviewed articles published between 2015 and 2024, the research employs both b…",
doi:10.1134/s0361768825700422,A,2025,0,Software Testing on Microservices-Based Systems: A Systematic Literature Review and Thematic Analysis,Programming and computer software,,
doi:10.1007/s10586-025-05690-6,A,2025,0,Full stack optimization of microservice architecture: systematic review and research opportunity,Cluster Computing,,
doi:10.11591/eei.v14i3.9099,A,2025,0,"Strategies, characteristics, and research gaps for improving microservices coupling design",Bulletin of Electrical Engineering and Informatics,"The popularity of microservices architecture (MSA) has been pushed by the demand for scalable, maintainable, and efficient applications in the fastchanging digital ecosystem. The objective of this study is to determine strategies for improving service coupling in MSA, analyze the…",
doi:10.1109/sccc67219.2025.11420492,A,2025,0,Machine Learning Techniques in Microservices: A Systematic Mapping,International Conference of the Chilean Computer Science Society,"Microservices architectural design has become increasingly popular due to the enhanced scalability, flexibility, and maintainability of large and complex applications. Machine learning (ML) has emerged as a powerful tool in microservices deployment and management. Although ML tec…",
doi:10.63519/ijcserd_06_01_004,A,2023,0,Ensuring Data Consistency in Enterprise Systems Through Event-Driven Microservices and Distributed Transaction Management,International Journal of Computer Science and Engineering Research and Development,"Aim: This research aims to investigate the fundamental challenges of maintaining data consistency in enterprise systems transitioning from monolithic architectures to event-driven microservices, with the objective of identifying coherent architectural patterns and transaction man…",
doi:10.1109/access.2025.3610272,A,2025,0,Microservices Design Pattern in Action: Improving Modifiability in Microservices-Based Software Development,IEEE Access,"Microservices architecture offers theoretical benefits for software maintainability, yet empirical validation of design patterns’ effectiveness for enhancing modifiability remains limited, with practitioners lacking evidence-based guidance for pattern selection and quantified imp…",
doi:10.52589/ajste-o1g0v4go,A,2025,0,Migrating Monolithic E-commerce Systems to Microservices: A Systematic Review of Event-Driven Architecture Approaches,"Advanced Journal of Science, Technology and Engineering","The transformation from monolithic to microservices architectures in e-commerce systems has gained significant traction as organizations seek enhanced scalability, resilience, and operational agility. This systematic review examines the current state of research on migrating mono…",
doi:10.23939/csn2025.02.114,A,2025,0,OVERVIEW OF MICROSERVICE ARCHITECTURE AND ANALYSIS OF TYPICAL VULNERABILITIES,Computer systems and network,"The article examines the security of microservice architectures in the context of common vulnerabilities that arise in distributed systems. The authors analyze the essence of the microservice approach, which, despite its advantages in scalability and flexibility, introduces new c…",
doi:10.30574/ijsra.2025.15.3.1826,A,2025,0,Systematic review of microservice architecture: Advantages over monolithic systems in cloud environments,International Journal of Science and Research Archive,"This paper examines the characteristics of microservice architecture, highlighting its benefits compared with monolithic systems in cloud environments. The methodology is based on selecting relevant peer-reviewed articles from leading scientific repositories and industry reports.…",
doi:10.1109/esai67033.2025.11438829,A,2025,0,A Comparative Study of Automatic Migration from Monolith App to Microservices,2025 4th International Conference on Embedded Systems and Artificial Intelligence (ESAI),"The move to microservices architecture signifies a key advancement in software development, targeting improved scalability, flexibility, and fault tolerance. This transition is particularly appealing to organizations managing complex, large-scale systems requiring rapid iteration…",
doi:10.23919/cisti58278.2023.10211997,A,2023,0,Microservices-based systems for animal production: a systematic mapping study,Iberian Conference on Information Systems and Technologies,Precision Livestock Farming (PLF) technologies involves the use of devices and computer systems to facilitate continuous monitoring in animal production. Microservices-based software architectures (MSA) have appropriate design patterns for the development of PLF systems that requ…,
ss:c738df021669f1b9b2bbb1529bc5d0fedc8ec890,A,2018,0,Architecting with Microservices: a Systematic Mapping Study,,,
doi:10.5281/zenodo.4082680,A,2020,0,"Replication Package for the Paper: ""Testing Microservices Architecture-Based Applications: A Systematic Mapping Study""",,,
doi:10.1109/tcc.2017.2702586,B,2019,376,Cloud Container Technologies: A State-of-the-Art Review,IEEE Transactions on Cloud Computing,"Containers as a lightweight technology to virtualise applications have recently been successful, particularly to manage applications in the cloud. Often, the management of clusters of containers becomes essential and the orchestration of the construction and deployment becomes a …",
doi:10.20944/preprints201807.0276.v1,B,2018,95,A Brief History of Cloud Application Architectures,Applied Sciences,"This paper presents a review of cloud application architectures and its evolution. It reports observations being made during a research project that tackled the problem to transfer cloud applications between different cloud infrastructures. As a side effect, we learned a lot abou…",
doi:10.1186/s42162-024-00385-5,B,2024,62,"Digital Twins of smart energy systems: a systematic literature review on enablers, design, management and computational challenges",Energy Informatics,"Energy systems, as critical infrastructures (CI), constitute Cyber-Physical-Social Systems (CPSS). Due to their inherent complexity and the importance of service continuity of CIs, digitization in this context encounters significant practical challenges. Digital Twins (DT) have e…",
doi:10.1109/access.2023.3281860,B,2023,50,Toward the Observability of Cloud-Native Applications: The Overview of the State-of-the-Art,IEEE Access,"The Cloud-native model, established to enhance the Twelve-Factor patterns, is an approach to developing and deploying applications according to DevOps concepts, Continuous Integration/Continuous Delivery, containers, and microservices. The notion of observability can help us cope…",
doi:10.1109/icsa-c.2019.00025,B,2019,42,Towards a Collaborative Repository for the Documentation of Service-Based Antipatterns and Bad Smells,2019 IEEE International Conference on Software Architecture Companion (ICSA-C),"While the concepts of object-oriented antipatterns and code smells are prevalent in scientific literature and have been popularized by tools like SonarQube, the research field for service-based antipatterns and bad smells is not as cohesive and organized. The description of these…",
doi:10.1145/3488247,B,2022,41,A Systematic Review on Osmotic Computing,ACM Trans. Internet Things,"Osmotic computing in association with related computing paradigms (cloud, fog, and edge) emerges as a promising solution for handling bulk of security-critical as well as latency-sensitive data generated by the digital devices. It is a growing research domain that studies deploym…",
doi:10.1016/j.jss.2020.110885,B,2020,38,A systematic mapping study on architectural smells detection,Journal of Systems and Software,Abstract The recognition of the need for high-quality software architecture is evident from the increasing trend in investigating architectural smells. Detection of architectural smells is paramount because they can seep through to design and implementation stages if left unident…,
doi:10.1109/icac.2019.00032,B,2019,32,Characterizing Service Level Objectives for Cloud Services: Realities and Myths,International Conference on Automation and Computing,"Service level objectives (SLOs) stipulate performance goals for cloud applications, microservices, and infrastructure. SLOs are widely used, in part, because system managers can tailor goals to their products, companies, and workloads. Systems research intended to support strong …",
doi:10.1016/j.jnca.2019.06.008,B,2019,23,Composition of heterogeneous web services: A systematic review,Journal of Network and Computer Applications,"Abstract Initial developments in Service-Oriented Computing (SOC) led to the development of Web Services using the SOAP protocol and an extensive set of tools and methods for composing new services from those existing. Subsequently, other types of services also emerged, such as e…",
doi:10.5220/0007837000270039,B,2019,23,Designing Software Architecture to Support Continuous Delivery and DevOps: A Systematic Literature Review,International Conference on Software and Data Technologies,"This paper presents a systematic literature review of software architecture approaches that support the implementation of Continuous Delivery (CD) and DevOps. Its goal is to provide an understanding of the state-of-the-art on the topic, which is informative for both researchers a…",
doi:10.1016/j.infsof.2024.107599,B,2024,18,Causal Reasoning in Software Quality Assurance: A Systematic Review,Information and Software Technology,Context: Software Quality Assurance (SQA) is a fundamental part of software engineering to ensure stakeholders that software products work as expected after release in operation. Machine Learning (ML) has proven to be able to boost SQA activities and contribute to the development…,
doi:10.3390/s23041755,B,2023,17,Static-Analysis-Based Solutions to Security Challenges in Cloud-Native Systems: Systematic Mapping Study,Italian National Conference on Sensors,"Security is a significant priority for cloud-native systems, regardless of the system size and complexity. Therefore, one must utilize a set of defensive mechanisms or controls to protect the system from exploitation by potential adversaries. There is an expanding amount of resea…",
doi:10.1186/s43093-025-00436-7,B,2025,17,Entrepreneurial strategies for sustainable growth: a deep dive into cloud-native technology and its applications,Future Business Journal,"The study highlights the impact of cloud-native technology in entrepreneurship for innovative business models, scalability, and cost efficiency by combining the trends including microservices, serverless computing, and technology disruptions. The study attempts to examine the rol…",
doi:10.1109/access.2021.3102668,B,2021,14,Optimization of Business Process Execution in Services Architecture: A Systematic Literature Review,IEEE Access,"Web services have become a standard way to provide functions of information systems. The number of web services grows rapidly with the increasing popularity of microservices architecture. In consequence, many business processes are executed entirely through web services. Therefor…",
doi:10.3390/s25082362,B,2025,13,Challenges and Solution Directions for the Integration of Smart Information Systems in the Agri-Food Sector,Italian National Conference on Sensors,"Traditional farming has evolved from standalone computing systems to smart farming, driven by advancements in digitalization. This has led to the proliferation of diverse information systems (IS), such as IoT and sensor systems, decision support systems, and farm management infor…",
doi:10.48550/arxiv.2310.01905,B,2023,12,"Domain-Driven Design in Software Development: A Systematic Literature Review on Implementation, Challenges, and Effectiveness",Journal of Systems and Software,"Context: Domain-Driven Design (DDD) addresses software challenges, gaining attention for refactoring, reimplementation, and adoption. It centers on domain knowledge to solve complex business problems. Objective: This Systematic Literature Review (SLR) analyzes DDD research in sof…",
doi:10.54660/.ijfmr.2021.2.1.94-100,B,2021,8,Systematic Review of API Gateway Patterns for Scalable and Secure Application Architecture,Journal of Frontiers in Multidisciplinary Research,"In modern software architecture, the API gateway has become a foundational component for enabling scalable, secure, and resilient distributed systems. This paper presents a systematic review of API gateway patterns, synthesizing insights from academic literature and industry docu…",
doi:10.1109/jiot.2024.3435496,B,2024,7,A Systematic Literature Review of IoT System Architectural Styles and Their Quality Requirements,IEEE Internet of Things Journal,"The Internet of Things (IoT) is increasingly prevalent, with systems developed across various domains. Choosing the right IoT architectural style is challenging due to the diversity of devices, dynamic environments, and real-time data needs. This choice significantly impacts syst…",
doi:10.9734/ajrcos/2025/v18i5652,B,2025,6,"Enhancing Financial Cybersecurity in Cloud Engineering: A Systematic Review of Threats, Mitigation Strategies and Regulatory Compliance",Asian Journal of Research in Computer Science,"Aims: This review analyses the intersection of cloud engineering and cybersecurity in the financial sector, highlighting how advanced cloud technologies can improve defences against cyber threats for safe evolution. The aim is to examine modern methodologies, frameworks, and tech…",
doi:10.1109/access.2024.3402832,B,2024,6,Prioritizing DevOps Implementation Guidelines for Sustainable Software Projects,IEEE Access,"The DevOps paradigm is increasingly being adopted in the software industry. To achieve sustainable DevOps adoption, organizations need to transform their culture, embrace automation, implement measurement practices, and foster sharing of knowledge and information (referred to as …",
doi:10.34190/eccws.21.1.295,B,2022,6,Building Software Applications Securely with DevSecOps: A Socio-Technical Perspective,European Conference on Cyber Warfare and Security,"While continuous real-time software delivery practices induced by agile software development approaches create new business opportunities for organizations, these practices also present new security challenges in the DevOps environment. DevSecOps attempts to incorporate advanced …",
doi:10.1155/2023/5934548,B,2023,6,"A Systematic Literature Review on Service Composition for People with Disabilities: Taxonomies, Solutions, and Open Research Challenges",Computational Intelligence and Neuroscience,"Integrating smart heterogeneous objects, IoT devices, data sources, and software services to produce new business processes and functionalities continues to attract considerable attention from the research community due to its unraveled advantages, including reusability, adaptati…",
doi:10.48550/arxiv.2410.00623,B,2024,5,Adoption and Adaptation of CI/CD Practices in Very Small Software Development Entities: A Systematic Literature Review,arXiv.org,"This study presents a systematic literature review on the adoption of Continuous Integration and Continuous Delivery (CI/CD) practices in Very Small Entities (VSEs) in software development. The research analyzes 13 selected studies to identify common CI/CD practices, characterize…",
doi:10.62225/2583049x.2023.3.6.4323,B,2023,5,Systematic Review of Integration Techniques in Hybrid Cloud Infrastructure Projects,International Journal of Advanced Multidisciplinary Research and Studies,"The growing adoption of hybrid cloud infrastructures combining public and private cloud environments has introduced complex integration challenges for organizations striving to optimize performance, scalability, and data security. This systematic review aims to evaluate and synth…",
doi:10.47709/brilliance.v5i1.5971,B,2025,5,Trends and Best Practices in API-Based Web Development Using Laravel and React,Brilliance Research of Artificial Intelligence,"Modern web development is undergoing a paradigm shift marked by the increasing adoption of API-based architectures that decouple frontend and backend responsibilities. This separation enables the development of modular, scalable, and maintainable applications, particularly throug…",
doi:10.54660/.ijmrge.2022.2.1.995-1001,B,2022,5,Systematic Review of Application Modernization Strategies Using Modular and Service-Oriented Design Principles,International Journal of Multidisciplinary Research and Growth Evaluation,"This systematic review examines application modernization strategies through the lens of modular and service-oriented design principles, exploring their effectiveness in contemporary software development. As organizations face the challenges of transitioning from legacy systems t…",
doi:10.3389/fdgth.2025.1694839,B,2025,4,Architectural patterns for health information systems: a systematic review,Frontiers Digit. Health,"Background Health information systems (HIS) are critical for digital health transformation, yet fragmentation and poor interoperability adoption remains a major challenge. Objectives This study systematically reviews architectural patterns used in HIS and evaluates their alignmen…",
doi:10.1007/s10009-024-00767-w,B,2024,4,Open source container orchestration for Industry 4.0 – requirements and systematic feature analysis,International Journal on Software Tools for Technology Transfer (STTT),"Container-based virtualization is a popular technique, e.g., to realize microservice architectures. Recently, containers became popular in Industry 4.0 / IIoT systems, which typically consist of hundreds of (edge) devices and machines. In such setups, efficient management of cont…",
doi:10.37301/elect.v1i2.61,B,2022,4,EFL STUDENTS’ RESPONSES ON ONLINE LEARNING PROCESS DURING COVID-19 SITUATION IN INDONESIA,English Language Education and Current Trends (ELECT),"Indonesian EFL students faced online teaching and learning in such a rapid process. Therefore, this research was carried out to search for EFL students in Indonesia about their responses on teaching and learning online. This research applied the action research method with the pa…",
doi:10.63125/cfvg2v45,B,2021,4,DATA-DRIVEN DECISION SUPPORT IN INFORMATION SYSTEMS: STRATEGIC APPLICATIONS IN ENTERPRISES,International Journal of Scientific Interdisciplinary Research,"This systematic review synthesizes contemporary evidence on data-driven decision support tools in Information Systems with a focus on strategic applications in service-oriented enterprises and enterprise planning. Following a registered protocol aligned to PRISMA, we searched maj…",
doi:10.48550/arxiv.2303.11121,B,2023,3,Towards Sustainable DevOps: A Decision Making Framework,arXiv.org,"In software industry, the DevOps is an increasingly adopting software development paradigm. Towards the sustainable DevOps adoption, there is a need to transform the organization Culture, Automation, Measurement and Sharing (CAMS) aspects concerning to core theme of continues dev…",
doi:10.1002/stvr.70006,B,2025,3,Ensuring Syntactic Interoperability Using Consumer‐Driven Contract Testing,"Software testing, verification & reliability","Integrating services in service‐based architectures is a major concern and challenge to their developers. A key problem is that today's compilers cannot ensure syntactic interoperability of web APIs. Without further help, invalid calls surface only at runtime. Microservice‐based …",
doi:10.34010/injuratech.v2i2.8364,B,2022,2,DevOps Main Area and Core Capabilities Adopting DevOps in the Last Decade: A Systematic Literature Review,International Journal of Research and Applied Technology,"DevOps is a collaboration between software development and operation that utilizes frameworks like continuous integration, microservices, continuous delivery, and continuous deployment for an agile software development process. DevOps has principles like automation, iteration, an…",
doi:10.3390/fi17110496,B,2025,2,Modular Monolith Architecture in Cloud Environments: A Systematic Literature Review,Future Internet,Modular monolithic architecture (MMA) has recently emerged as a hybrid architecture that is positioned between traditional monoliths and microservices. It combines operational simplicity with modularity and maintainability. Although industry adoption of the architecture is growin…,
doi:10.22214/ijraset.2023.52792,B,2023,2,A Systematic Review: Digital Twin in Healthcare,International Journal for Research in Applied Science and Engineering Technology,"Abstract: In recent years, patient-specific, precise treatment and diagnosis have been needed in order to advance efficiency in the healthcare domain. Digital Twin (DT) is a technology that pin-points the Industry 4.0 Revolution. Apart from the manufacturing and automotive indust…",
doi:10.17081/invinno.9.3.5314,B,2021,2,Problemas en la Implementación de Pruebas en Sistemas de Microservicios: Estudio de Mapeo Sistemático,Investigación e Innovación en Ingenierías,Objetivo: En el trabajo se construyó un SMS (Systematic Mapping Study) para la identificación y clasificación de problemas y causas en la realización de pruebas en la MSA (Micro-Service Architecture). Metodología: Este SMS adoptó prácticas establecidas en ingeniería de software b…,
doi:10.59200/icarti.2023.021,B,2023,1,Orchestration Tools For Efficient Deployment of IoT Applications In Fog Computing: A Systematic Review,International Conference on Artificial Intelligence and its Applications,Internet of Things (IoT) is the developing technology that enables devices to communicate without human interaction. IoT utilizes cloud computing services to collect and process data for IoT devices and to manage the device remotely. Cloud computing is not efficient enough to han…,
doi:10.1109/iestec54539.2022.00042,B,2022,1,A Systematic Review of the Software Architectures for the Development of Mobile Applications in Education,"2022 8th International Engineering, Sciences and Technology Conference (IESTEC)","Currently, mobile devices have gone from being objects of entertainment and socialization, to become work tools, powered by applications that facilitate the fulfillment of these tasks. This means not only understanding the problem to be solved, but also the schematization of the …",
doi:10.1108/dlp-03-2022-0024,B,2022,1,A literature review on digital content management: trends and future challenges,Digital Library Perspectives,"Purpose The purpose of this study is to review the literature on digital content management (DCM) published between 2001 and 2021, as well as to provide insights and research directions for the future.   Design/methodology/approach This study followed the systematic literature re…",
doi:10.37118/ijdr.30218.10.2025,B,2025,1,Big data in agriculture: leveraging large datasets to analyse and improve rice production for better decision-making and operational efficiency,International Journal of Development Research,"This expanded systematic literature review examines big data technologies in rice production systems through comprehensive analysis of 111 peer-reviewed publications from multiple databases (Google Scholar, PubMed, SciSpace, ArXiv) spanning 2014-2025. The review synthesizes evide…",
doi:10.1109/icicet59348.2024.10616327,B,2024,1,Navigating the Landscape: An In-Depth Exploration of Modern Application Development Methodologies and Practices,2024 International Conference on Innovations and Challenges in Emerging Technologies (ICICET),"Modern software development is a dynamic landscape, continually shaped by evolving technologies, methodologies, and organizational demands. This research paper delves into the intricate web of modern application development methodologies and practices, aiming to provide a compreh…",
doi:10.1109/icimia67127.2025.11200906,B,2025,1,"Blockchain in Disaster Management: A Systematic Review of Emerging Frameworks, Applications, and Future Directions",International Conference on Innovative Mechanisms for Industry Applications,"Blockchain technology has been identified as a potential facilitator of increased transparency, trust, and coordination in different stages of disaster management. The current systematic review integrates latest developments on blockchain-based systems for disaster preparedness, …",
doi:10.5753/sbsi.2025.246619,B,2025,1,Guidelines for Adoption Micro-frontend Architecture,Brazilian Symposium on Information Systems,"Context: The rapid evolution of software development has led to challenges when integrating new technologies into monolithic frontend architectures. While microservices advanced backend modularity, frontends often face issues like code redundancy, scalability, and lack of modular…",
doi:10.5220/0013015400003825,B,2024,1,Microfront-End: Systematic Mapping,International Conference on Web Information Systems and Technologies,": In the context of backend development, adopting microservices has brought new challenges to frontend integration, leading to the development of microfrontends. Monolithic frontends go against the principles of microservices specialization, requiring a more modular approach. Thi…",
doi:10.1109/scored68498.2025.11399064,B,2025,0,Exploring the Role of RAG in Cloud-Based Monolithic Chatbots: A Systematic Review,Student Conference on Research and Development,"Even while the majority of research uses RAG in modular or microservices designs, many real-world implementations still rely on cloud-hosted, monolithic systems, particularly in the healthcare, education, and corporate sectors. We used PRISMA principles to perform a systematic li…",
doi:10.1051/itmconf/20257901017,B,2025,0,Risk-Oriented Analysis and Mitigation Strategies for SOA-to-MSA Migration,ITM Web of Conferences,"Microservices Architecture (MSA) signifies a critical approach in the efforts by the organizations to improve the agility, scalability and effectiveness of their systems in contemporary enterprise environments. Nonetheless, this change is associated with technical, organisational…",
doi:10.1109/icoact63339.2025.11005170,B,2025,0,AI-Enhanced Anomaly Detection in Software-Defined Networks,2025 International Conference on Advanced Computing Technologies (ICoACT),"The advent of Software-Defined Networks (SDN) introduces centralized management, enabling scalability to support a significantly larger number of devices than traditional networks. However, this scalability generates extensive monitoring data, necessitating advanced analysis tech…",
doi:10.1109/temsconlatam65810.2025.11238550,B,2025,0,"Prototype of a Web Platform that Identifies Levels of Critical Thinking in University Students, based on the PC-B Test & PC-A Test1",2025 IEEE Technology and Engineering Management Society (TEMSCON LATAM),"The development of critical thinking skills is vital in higher education. To support this, a web platform powered by artificial intelligence was created at CECAR to assess these skills through the PC-B and PC-A tests, targeting basic and advanced levels. Built on a strong theoret…",
doi:10.30574/wjaets.2025.15.2.0459,B,2025,0,Demystifying data pipelines for AI-driven financial systems,World Journal of Advanced Engineering Technology and Sciences,"This article examines the critical role of data pipelines in modern financial systems, particularly their function in enabling AI-driven analytics and decision-making processes. Through a systematic literature review and case study implementation at Jasper AI, we explore the arch…",
doi:10.1109/ichora65333.2025.11016980,B,2025,0,Identifying Limitations in End-to-End Testing: A Systematic Review of Coverage Analysis Techniques,"2025 7th International Congress on Human-Computer Interaction, Optimization and Robotic Applications (ICHORA)","End-to-end (E2E) testing plays a crucial role in ensuring the seamless functionality of modern software systems by validating entire workflows across user interfaces, backend services, and integrated components. As software architectures evolve with dynamic web applications, even…",
doi:10.1109/csr64739.2025.11130035,B,2025,0,Security Challenges and Solutions in Containerized Environments: A Comprehensive Review,Computer Science Symposium in Russia,The widespread adoption of containerization technologies has introduced novel security challenges that require systematic investigation and innovative mitigation strategies. This paper presents a comprehensive review of contemporary research on security aspects of containerized s…,
doi:10.59324/ejsmt.2025.1(6).27,B,2025,0,Strategic Imperatives and Technological Paradigms for Creating Modern CRM Systems: From Process Reengineering to Intelligent Automation,EJSMT,"The article undertakes an extended, interdisciplinary analysis of the strategic, methodological, and technological prerequisites for the formation of modern customer relationship management (CRM) systems. The purpose of the study is the development and theoretical substantiation …",
doi:10.30574/wjaets.2025.16.1.1180,B,2025,0,Cloud-native architecture transformation strategies for legacy systems in regulated industries,World Journal of Advanced Engineering Technology and Sciences,"Legacy systems remain the backbone of mission-critical operations in highly regulated sectors such as healthcare, finance, and government. Those legacy systems, however, do not typically possess the agility, scalability, and resiliency required to perform in today's digital envir…",
doi:10.1109/icecet63943.2025.11472208,B,2025,0,AI-Powered Service-Based ADAS Systems: A Preliminary Systematic Literature Review,"2025 5th International Conference on Electrical, Computer and Energy Technologies (ICECET)","The integration of Artificial Intelligence (AI) into Advanced Driver Assistance Systems (ADAS) is transforming vehicle safety and autonomy, improving real-time decision making for safe and efficient driving. Several previous works have surveyed the use of AI in ADAS and the servi…",
doi:10.70315/uloap.ulirs.2024.0102013,B,2024,0,Architectural Models for Building Scalable SaaS Platforms for the Automation of Corporate Business Processes,Universal Library of Innovative Research and Studies,"The rapid expansion of the global Software-as-a-Service (SaaS) market, which exceeded USD 358 billion in 2024 and is projected to reach USD 1.25 trillion by 2034, has made the problem of selecting optimal architectural models for the development of corporate automation platforms …",
doi:10.1109/ictmod63116.2024.10878172,B,2024,0,Software Architecture for Co-Innovation Projects,"2024 IEEE International Conference on Technology Management, Operations and Decisions (ICTMOD)","Purpose Innovation is essential for competitive advantage and business growth and can be driven by approaches like open innovation (OI) and co-innovation (COI). Because of the complexity of innovation, traditional project management principles cannot be implemented to innovation …",
doi:10.15662/ijrpetm.2022.0502006,B,2022,0,"Orchestrating Public Health Intelligence: Project-Driven Architectures for Scalable Disease Surveillance Systems A Comprehensive Analysis of Modern Surveillance Infrastructure, Interoperability Standards, and Artificial Intelligence Integration","International journal of research publications in engineering, technology and management","ABSTRACT: Background: The global burden of infectious diseases necessitates robust surveillance systems capable of early detection, rapid response, and scalable data integration. Traditional surveillance architectures have demonstrated significant limitations during recent pandem…",
doi:10.15381/risi.v17i2.29666,B,2024,0,Una revisión sistemática de la literatura: análisis de riesgos en la migración de arquitectura monolitica a microservicio,Revista de investigación de Sistemas e Informática,"Since 2011, the term ""microservices"" began to be articulated as an evolution of service-oriented architecture, standing out for its focus on small, independent services aligned with business objectives. With the rise of technologies such as containers and orchestration tools, mic…",
doi:10.30574/wjarr.2025.28.1.3468,B,2025,0,Dependency Management Strategies in Scalable Monorepositories: Analysis and Resolution of Version Conflicts,World Journal of Advanced Research and Reviews,"Against the backdrop of the expansion of microservice architectures and Platform Engineering practices, monorepositories serve as a key mechanism for standardizing the software development lifecycle. At the same time, their growth exacerbates the phenomenon whereby version incomp…",
doi:10.65521/ijeecs.v14i2.2103,B,2025,0,"A Systematic Review of Combinatorial Testing Strategies for Cross-Border E-Commerce Platforms: Methods, Architectures, and Future Research Directions","International journal of electrical, electronics and computer systems","Cross-border e-commerce platforms have significantly transformed global trade by enabling seamless transactions between buyers and sellers across diverse geographical regions. These platforms operate in complex environments characterized by varied user preferences, multiple payme…",
doi:10.65521/ijacte.v14i2.2029,B,2025,0,"A Systematic Review of Social Media Analytics Pipelines: Verification, Optimization, and Scalable Computing Perspectives",International Journal on Advanced Computer Theory and Engineering,"Social media platforms generate vast volumes of dynamic, heterogeneous, and real-time data, making them valuable for analytics in domains such as marketing, healthcare, disaster management, and public policy. To extract meaningful insights, organizations rely on social media anal…",
doi:10.3897/jucs.139725,B,2024,0,Editorial,Journal of universal computer science (Online),"Dear Readers,  It gives me great pleasure to announce the tenth regular issue of 2024. I would like to thank all the authors for their sound research papers and the editorial board and our guest reviewers for their extremely valuable reviews and suggestions for improvement. These…",
