paper_key,title,year,venue,source,verdict,reason,type,override_verdict
ss:1f9165cd368f4251edd7c5782d489fee5ead240a,A Hybrid Numerical and Physical Hydraulic Model Study of the Canton Dam Spillway System,2011,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1002/smll.201805510,3D Bioprinting: from Benches to Translational Applications,2019,Small,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:2002613451fc4a2ff0a2d162cced026ca688bdac,ffpEmerging Trends of Software Engineering And Verification,2018,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1007/s10033-017-0164-7,Challenges and Requirements for the Application of Industry 4.0: A Special Insight with the Usage of Cyber-Physical System,2017,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:20f2175f12c3da4b4796489738cf100ac70309e1,Design and prototype of a 3D printer,2019,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.artmed.2025.103281,Preprocessing narrative texts in electronic medical records to identify hospital adverse events: A scoping review,2025,Artif. Intell. Medicine,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.23919/cisti.2017.7975813,A classification approach of sustainability aware requirements methods,2017,Iberian Conference on Information Systems and Technologies,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:223f36b2275c9b9500915106d6069abaa74f2776,Role and review of educational robotic platforms in preparing engineers for industry,2017,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.21831/elinvo.v9i2.70862,A Survey on Software Requirements Engineering in Information Technology Institutions,2024,Elinvo (Electronics Informatics and Vocational Education),semanticscholar,EXCLUDE,no SLR/SMS self-label in title or abstract,,
doi:10.1109/seaa.2016.58,Functional Safety in Product Lines -- A Systematic Mapping Study,2016,EUROMICRO Conference on Software Engineering and Advanced Applications,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1109/apsec.2018.00035,A Review on Software Architectures for Heterogeneous Platforms,2018,Asia-Pacific Software Engineering Conference,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1049/iet-cim.2020.0081,Guest Editorial: 11th CIRP iPSS conference/Smart Product Service Systems,2020,IET Collaborative Intelligent Manufacturing,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.48550/arxiv.2509.03541,Towards the Datasets Used in Requirements Engineering of Mobile Apps: Preliminary Findings from a Systematic Mapping Study,2025,arXiv.org,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,sms,
doi:10.1016/j.heliyon.2024.e27740,"Innovations in WO3 gas sensors: Nanostructure engineering, functionalization, and future perspectives",2024,Heliyon,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:246405807615d9ca492f165d6c9c8ce3c5aef23d,The Pan-STARRS Project: The Next Generation of Survey Astronomy Has Arrived,2009,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3390/en18123021,Heat Exchanger Networks: Applications for Industrial Integrations,2025,Energies,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.scitotenv.2023.166142,Rationally designed calcium carbonate multifunctional trap for contaminants adsorption.,2023,Science of the Total Environment,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.31185/ejuow.vol2.iss1.22,Evaluation of Suitability of Drainage Water of Al-Hussainia sector (Kut-Iraq) For Irrigation,2014,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3390/jfb16090338,Modified Polysaccharides: Potential Biomaterials for Bioprinting,2025,Journal of Functional Biomaterials,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:24f0e2d30734a8c3bc85fbb233b705042d1f31fa,A new approach to master complexity in model driven Systems Engineering,2016,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1039/c8cs00262b,Hole transporting materials for perovskite solar cells: a chemical approach.,2018,Chemical Society Reviews,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:253abdd9427aad794ab09e5677377cc9ec718e21,Requirement Engineering: A Comprehensive Review,2011,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:2557daf90341f1a82a074c03a8d1eab61005ab21,Towards a framework for making applications provenance-aware,2019,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:25d6af6fd879f47a57ecfcc47fd9515d3aa3225d,AC 2012-5154: A STRATEGY FOR SUSTAINABLE OUTCOMES ASSESS- MENTACROSSAMECHANICALENGINEERINGCURRICULUMTHAT MAXIMIZES FACULTY ENGAGEMENT,2012,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.2118/0519-0068-jpt,Augmented Artificial Intelligence Improves Data Analytics in Heavy-Oil Reservoirs,2019,Journal of Petroleum Technology,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1080/10408398.2023.2294166,Recent advances in biosynthesis of mycotoxin-degrading enzymes and their applications in food and feed,2023,Critical reviews in food science and nutrition,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3991/ijoe.v17i10.24667,MDA Approach for Designing and Developing Data Warehouses: A Systematic Review & Proposal,2021,Int. J. Online Biomed. Eng.,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3390/coatings15101203,A Review of the Developments in Capacity-Uprating Conductors for Overhead Transmission Lines,2025,Coatings,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1002/cey2.596,Energy band engineering of graphitic carbon nitride for photocatalytic hydrogen peroxide production,2024,Carbon Energy,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:28c89e8420d0a14cc9d7f5f9818433e79554b4d8,A Framework for Information Architecture for Business Networks,2005,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:28e60af1ac1260eadf4fe967663cc328cc94843c,Promoting library interaction with local community (Poster),2004,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/b978-0-12-816328-3.00008-8,Recent Advances in the Industrial Production of l-Lysine by Bacteria,2019,Recent Developments in Applied Microbiology and Biochemistry,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:2a4c5bc5c127d385e77e4d260f1ea57eeab05770,Engineering Specifications derived from Science Requirements,2013,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.5220/0011079000003179,Challenges in Requirements Engineering and Its Solutions: A Systematic Review,2022,International Conference on Enterprise Information Systems,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,slr,
ss:2a79a7a01fc126853c7fc974eaedab60eea59b46,Preface to the special issue on feature-oriented software development (FOSD 2009),2011,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.16920/jeet/2016/v0i0/85654,Rubric Based Individual Itemized Assessment of Academic Projects,2016,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.14257/ajmahs.2016.03.02,Analyses of Requirement of Security based on Gateway Architecture for Secure Internetof Things,2016,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.21423/r15w8t,Elements Of Mechanical Equipment Life-Cycle Cost Analysis.,2001,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1080/15583724.2018.1488729,Hydroxyapatite For Poly(α-Hydroxy Esters) Biocomposites Applications,2018,Polymer Reviews,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.7846/jkosmee.2013.16.1.17,A Study on Integrated Information System for Marine Leisure Industry,2013,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.2514/6.2003-6408,The Transition of Space Launch - Heritage to EELV,2003,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:2bd053102c4d2cb79725f484eaed689ac405255e,HACCP: Industry versus Government,2001,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:2c0ec4a9afb07a7708ff9bbd3d3a14190f384c30,NASA Systems Engineering Handbook,2007,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1021/acsami.5c19247,Recent Advances in Solution-Processable Small-Molecule Cathode Interfacial Layers for Organic Solar Cells.,2025,ACS Applied Materials and Interfaces,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.54552/v82i2.139,TEACHING PEDAGOGY FOR ENGINEERING EDUCATION,2023,"The Journal of The Institution of Engineers, Malaysia",semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:2d4837890034cb5413479f98b5297a3dcb43815d,Requirements Engineering for General Recommender Systems,2015,arXiv.org,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,slr,
doi:10.1079/ab.2025.0060,A systematic review of deep learning-based object detection methods for crop grading,2025,CABI Agriculture and Bioscience,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.infsof.2016.11.004,Model-based security engineering for cyber-physical systems: A systematic mapping study,2017,Information and Software Technology,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1108/ci-07-2021-0136,Applicability of a digitalization model based on augmented reality for building construction education in architecture,2021,Construction Innovation,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:2dec604d6289b80b39ea202d9462452459e0bfe6,Application of Numerical Simulation in Engineering,2019,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3390/ma18174069,Nature-Inspired Gradient Material Structure with Exceptional Properties for Automotive Parts,2025,Materials,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1061/40737(2004)40,Design of a Decision Support System for Selection and Placement of BMPs in Urban Watersheds,2004,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1007/s40883-022-00278-7,Recent Trends in the Development of Polyphosphazenes for Bio-applications,2022,Regenerative Engineering and Translational Medicine,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1080/15422119.2020.1789995,Internal Components Optimization in Cyclone Separators: Systematic Classification and Meta-analysis,2020,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1080/22054952.2025.2485010,Work systems in underwater ROV operations: educational insights for workforce development in maritime engineering,2025,Australasian Journal of Engineering Education,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:2ecf1ae34f847bf8064bc60933a4dd8300112c65,International Through-life Engineering Services Conference Application of TRIZ to Develop an In-Service Diagnostic System for a Synchronous Belt Transmission for Automotive Application,2013,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3390/molecules30081653,"Recent Advances in Materials, Synthesis, and Reaction Model of Particle Adsorbent for Flue Gas Desulfurization",2025,Molecules,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1007/978-3-642-39742-4_15,A Systematic Review of Software Requirements Selection and Prioritization Using SBSE Approaches,2013,International Symposium on Search Based Software Engineering,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,slr,
doi:10.15587/2312-8372.2013.12954,Reduction of reliability testings of data-measuring system due to its functional redundancy,2013,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.31473/2305-5987-2020-2-27(41)-2,SYSTEM APPROACH FOR ESTIMATING THE PERFORMANCE OF THE TRACTOR IN THE LIFE CYCLE,2020,Technical and technological aspects of development and testing of new machinery and technologies for agriculture of Ukraine,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.2118/198135-ms,Do the Right Thing at Right Time KOC Way of Integrating Process Safety into Process Related Facility Projects,2019,"Day 2 Mon, October 14, 2019",semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:31e799353ecc8c3229da8deda37052b9222270aa,Collaborative Teaching Learning Engagement Program of the Secondary Curriculum in the New Normal,2020,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1109/icempe66159.2025.11123024,The Application of High-Voltage Cable Laying Technology in Urban Power Engineering,2025,International Conference on Electrical Materials and Power Equipment,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.4122/dtu:2086,Robustness and Reliability of the GM Ignition Switch - A forensic Engineering case,2014,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1007/978-3-642-01856-5,"Software Engineering Approaches for Offshore and Outsourced Development - 2nd International Conference, SEAFOOD@TOOLS 2008, Zurich, Switzerland, July 2-3, 2008. Revised Papers",2009,International Conference on Software Engineering Approaches for Offshore and Outsourced Development,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:32daf033c5ef48ee9315b2483b400495ea404ceb,Selection of Sheet Metal Die Punches Material for Optimum Design- A Review,2015,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1109/mere.2008.1,A Game for Taking Requirements Engineering More Seriously,2008,2008 Third International Workshop on Multimedia and Enjoyable Requirements Engineering - Beyond Mere Descriptions and with More Fun and Games,semanticscholar,EXCLUDE,no SLR/SMS self-label in title or abstract,,
doi:10.1088/1742-6596/3129/1/012021,Research Progress on Lithium-Tritium Breeding Materials for Fusion Reactors: Preparation Techniques and Performance Challenges,2025,Journal of Physics: Conference Series,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.64229/ykh1jf83,AI-Powered Software Development Life Cycle: From Requirements to Maintenance,2025,AI Systems Engineering,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.cis.2021.102584,"Smart surfaces with reversibly switchable wettability: Concepts, synthesis and applications.",2021,Advances in Colloid and Interface Science,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1109/rew66121.2025.00008,Description and Comparative Analysis of QuRE: A New Industrial Requirements Quality Dataset,2025,2025 IEEE 33rd International Requirements Engineering Conference Workshops (REW),semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.4271/2008-01-2709,"Verification, Validation, and Test with Model-Based Design",2008,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3390/app13137547,Energy Sources of Mobile Robot Power Systems: A Systematic Review and Comparison of Efficiency,2023,Applied Sciences,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:35d6a991d7972e05161b047c14f4225351fb2a20,A Systematic Review of Software Requirements Prioritization,2006,,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,slr,
doi:10.1109/fose.2007.11,Global Software Engineering: The Future of Socio-technical Coordination,2007,Future of Software Engineering (FOSE '07),semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1109/pci.2009.45,Methods for Designing Privacy Aware Information Systems: A Review,2009,Panhellenic Conference on Informatics,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1007/s10664-012-9227-7,Replication of empirical studies in software engineering research: a systematic mapping study,2014,Empirical Software Engineering,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1002/biot.202000657,Advances in production and structural derivatization of the promising molecule ursolic acid,2021,Biotechnology Journal,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3390/fermentation11060312,"Biofuel–Pharmaceutical Co-Production in Integrated Biorefineries: Strategies, Challenges, and Sustainability",2025,Fermentation,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1186/s42490-019-0002-3,An upper body garment with integrated sensors for people with neurological disorders – early development and evaluation,2019,BMC Biomedical Engineering,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:382eae454dcdfa00ec1307bb472365a609facfc3,Enablers for uncertainty quantification and management in early stage computational design. An aircraft perspective,2017,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1039/c9cs00635d,Towards high-performance solid-state Li-S batteries: from fundamental understanding to engineering design.,2020,Chemical Society Reviews,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3390/s22124653,Recent Advances in Flexible Sensors and Their Applications,2022,Italian National Conference on Sensors,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3390/mi15010026,"Materials, Designs, and Implementations of Wearable Antennas and Circuits for Biomedical Applications: A Review",2023,Micromachines,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1145/3784013.3784055,A Review and Outlook on Key Technologies for Lane Keeping Assist (LKA) Systems Towards Global Standard Harmonization,2025,"Proceedings of the 2025 2nd Symposium on Big Data, Neural Networks, and Deep Learning",semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1116/6.0001649,"Nanofabricating neural networks: Strategies, advances, and challenges",2022,Journal of Vacuum Science & Technology B,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:392a74964a6a0c36c0d34887828f169b6104159e,Performance Requirements and Research State of Micro-spindles for Micro-cutting,2011,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1080/15732470412331306095,Editorial,2005,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1109/ares.2008.33,A Systematic Review and Comparison of Security Ontologies,2008,"2008 Third International Conference on Availability, Reliability and Security",semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3390/gels11080610,Structuring the Future of Cultured Meat: Hybrid Gel-Based Scaffolds for Edibility and Functionality,2025,Gels,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:3a4129f87c12e740bd962a53beb011295be9e9a7,ƶƤŞƏƶŞţŹ ƹ ƽŶƴŝƽŶƴưƳřƺţ ƽŶƴŝƂƳřŵ ƾƈƈŴţ ƽŚƷƾsŶƴƸƯ ƱŚĮŤųƺƯō,2018,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:3a66dd36db529b64aa0686b6771287d282412ee2,Applying HAZOP to Software Engineering Models,2008,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:3ad0ab6e9a3a77db362659725a61cd94c4803371,Integrated process mapping for bim implemenation in green building project delivery,2013,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3389/fspor.2022.1012239,App development in a sports science setting: A systematic review and lessons learned from an exemplary setting to generate recommendations for the app development process,2023,Frontiers in Sports and Active Living,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,slr,
doi:10.1007/978-3-642-02463-4_21,Supporting Requirements Elicitation through Goal/Scenario Coupling,2009,Conceptual Modeling: Foundations and Applications,semanticscholar,EXCLUDE,no SLR/SMS self-label in title or abstract,,
doi:10.62527/joiv.8.3-2.3084,Comprehensive Review of Security Requirements for Mitigating Threats and Attacks on IoT Assets,2024,JOIV: International Journal on Informatics Visualization,semanticscholar,EXCLUDE,no SLR/SMS self-label in title or abstract,,
doi:10.1016/s1876-3804(21)60018-6,Progress and development directions of stimulation techniques for ultra-deep oil and gas reservoirs,2021,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1109/iccvit67848.2025.11391417,A Review of Performance Optimization Research on Millimeter-Wave Conformal Array Antennas,2025,"2025 IEEE 3rd International Conference on Computer, Vision and Intelligent Technology (ICCVIT)",semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3390/met15111205,Low-Cost Application Strategies of Marine Titanium Alloys: Titanium/Steel Dissimilar Materials,2025,Metals,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.infsof.2023.107323,Systematic reviews in mobile app software engineering: A tertiary study,2023,Information and Software Technology,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,slr,
ss:3c4d383bef8b2bfd719a40558049d06e705e15d8,TRIZandAxiomatic Design: A ReviewofManufacturing Case-Studies & TheirCompatibility,2006,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1039/c7tb02445b,Electrophoretic deposition: a versatile tool against biomaterial associated infections.,2018,Journal of materials chemistry. B,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1109/fie.2018.8658529,Teaching Multidisciplinary Teams Requirements for Undergraduate Students: an Approach to Augmented Reality Software in Design Thinking Context,2018,Frontiers in Education Conference,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,slr,
doi:10.1126/science.abg1487,Material-structure-performance integrated laser-metal additive manufacturing,2021,Science,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1039/d5sc06210a,Bridging MOF properties to 3D printing: a framework for electrochemical energy storage architectures with synergistic porosity-ion dynamics,2025,Chemical Science,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.17776/csj.1738296,"Neutron induced fission cross section calculation for tungsten, tantalum, bismuth and lead nuclei using CEM03.03 and TALYS",2025,Cumhuriyet Science Journal,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.7498/aps.72.20222012,Optimization strategies for energy storage properties of polyvinylidene fluoride composites,2023,Acta Physica Sinica,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.33407/lib.naes.id/eprint/745468,"Analytical Herald in the Sphere of Education and Science : Reference Bulletin. Issue 22, 2025",2025,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1109/ms.2021.3060552,Can We Really Achieve Software Quality?,2021,IEEE Software,semanticscholar,EXCLUDE,no SLR/SMS self-label in title or abstract,,
doi:10.1016/j.infsof.2017.10.006,"An architecture, system engineering, and acquisition approach for space system software resiliency",2018,Information and Software Technology,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1149/ma2025-02391921mtgabs,Accelerating the Development of Non-Precious Phosphide Alloy Electrocatalysts for Hydrogen Evolution Reaction through High-Throughput Computation and Experimentation,2025,ECS Meeting Abstracts,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.2118/226348-ms,"A Holistic Performance Review of Digital Intelligent Artificial Lift (DIAL): Revolutionizing Offshore Gas Lift Systems Through Insights, Best Practice, and Lessons Learnt from Past Installations in Malaysia's Oil Fields",2025,SPE/IATMI Asia Pacific Oil &amp; Gas Conference and Exhibition,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1109/5.959343,"Design, analysis, and engineering of video monitoring systems: an approach and a case study",2001,Proceedings of the IEEE,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1177/0961000620938119,Changes in reading behaviour of periodicals on mobile devices: A comparative study,2020,Journal of Library and Information Sciences,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.jcis.2025.137595,Engineering the regulation strategy of active sites to explore the intrinsic mechanism over single‑atom catalysts in electrocatalysis.,2025,Journal of Colloid and Interface Science,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.36948/ijfmr.2023.v05i06.36898,Managing Engineering Design Changes in Manufacturing: A Systematic Review,2023,International Journal For Multidisciplinary Research,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:40bbb16b76d7d291661a40ff4f4c603b1ff8b8b3,S P E C I A L P A P E R Application of ISO 13485:2003 in Biomedical Engineering: a Systematic Review,2003,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:40db1ecc1c2b64612eb50fe104ed06521587865f,"Review,Present Situation Prospects for Survey Technology for Railway Construction",2007,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:413601863892a70d8d94ee662b6397f4e837d3cb,A Systematic Review for the Latest Development in Requirement Engineering,2012,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1515/corrrev.2007.25.3-4.263,AGEING AIRFRAMES AND CORROSION MAINTENANCE,2007,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.ijbiomac.2025.148294,"Biomimetic mineralization of collagen: mechanisms, applications, and prospects.",2025,International Journal of Biological Macromolecules,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:41e352ff89a91baf478e6b70503c4de3e43f7936,A Demand-Side Management Experience in Existing Building Commissioning,2003,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.jechem.2021.01.023,Guest ions pre-intercalation strategy of manganese-oxides for supercapacitor and battery applications,2021,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.aca.2025.343934,Recent advances in synthesis and applications of hyper-crosslinked porous organic polymers for sample pretreatment: A review.,2025,Analytica Chimica Acta,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1177/0954405420918156,A systematic estimation approach for the importance of engineering characteristics based on online reviews,2020,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.18260/1-2--13101,"The Wobbler Steam Engine: A Connection Between The Past, Present, And Future Of Mechanical Engineering",2004,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:43b019b073f7d0b827f7f03ba5e9ee13f0744fe7,The important role of concurrent engineering in product development process,2009,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:43e86d5b7c43e11f561e0ba4c68820bd17ea2410,Engineering Design with SolidWorks 2009 and MultiMedia CD,2006,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.nantod.2020.101053,Correlations between the fundamentals and applications of ultrasmall metal nanoclusters: Recent advances in catalysis and biomedical applications,2021,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.33140/jctcsr.03.04.01,Requirements Engineering Approaches for Big Data Project Development,2024,Journal of Current Trends in Computer Science Research,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,slr,
doi:10.1109/ptc.2015.7232644,Validation of ICT-based protection and control applications in electric power systems,2015,2015 IEEE Eindhoven PowerTech,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3368/lj.37.1.9,Core Knowledge Domains of Landscape Architecture,2018,Landscape Journal,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:44d1ca21f174a95726862937c2581e93a5e5e5fc,Rational Unified Process Best Practices for Software Development Teams,2003,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:44dee6d0ec9ab2e035d555fc43bc2b70e8f4ada6,Research on NLP for RE at the University of Hamburg: A Report,2018,REFSQ Workshops,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1109/coniiti48476.2019.8960866,Educational trends in software engineering: a systematic review study,2019,2019 Congreso Internacional de Innovación y Tendencias en Ingenieria (CONIITI ),semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1007/s11227-023-05818-8,Revolutionizing software developmental processes by utilizing continuous software approaches,2023,Journal of Supercomputing,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.17771/pucrio.wer.inf2018-52,Mechanisms to Support Requirements Prioritization: A Systematic Mapping Review,2018,Workshop em Engenharia de Requisitos,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,sms,
doi:10.1038/s41598-024-57545-6,Technical development and application of supercritical CO2 foaming technology in PCL foam production,2024,Scientific Reports,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1177/154193120004403616,Human System Integration (HSI) in Naval Platform Design Symposium Abstract,2000,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3866/pku.whxb202009044,Strategies to Improve the Stability of Perovskite-based Tandem Solar Cells,2020,Acta Physico Chimica Sinica,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:47d6a1f6e9f0b70b4ab5f017361ea5387cd5314b,China Aquaculture Industry Development in Modern Times and Contemporary Age: Status and Prospects,2003,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:480c8efb63c4cadb13bef2f1edc34ff4a52c163b,Framerwork de desarrollo de Proyectos Sociotecnológicos basado en la notación de Metamodelos de procesos de Ingeniería de Software (spem 2.0),2018,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
